,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalPorchSF,TotalBath,SnMoSold,CsMoSold
298,60,RL,90.0,11700,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Mansard,CompShg,HdBoard,AsphShn,BrkFace,365.0,Gd,TA,CBlock,TA,TA,No,ALQ,384,Rec,175,143,GasA,Gd,Y,SBrkr,1041,702,0,3,1,TA,7,Typ,1,Gd,Attchd,Unf,539,TA,TA,Y,224,0,,,,0,2007,WD,Normal,175000,2445,0,2.5,1.2246467991473532e-16,-1.0
299,20,RL,80.0,14000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,1950,2004,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,1092,GasA,Ex,Y,SBrkr,1152,0,0,3,1,Gd,6,Typ,1,Gd,Attchd,Unf,300,TA,TA,Y,0,0,,GdPrv,,0,2009,WD,Family,158500,2244,36,1.5,-0.8660254037844384,-0.5000000000000004
300,190,RL,90.0,15750,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,BrkFace,56.0,TA,TA,CBlock,TA,TA,Mn,BLQ,841,Unf,0,324,GasA,TA,Y,SBrkr,1336,0,0,2,1,TA,5,Typ,2,Gd,Attchd,Unf,375,TA,TA,Y,0,0,,,,0,2006,WD,Normal,157000,2501,0,2.0,1.2246467991473532e-16,-1.0
301,60,RL,66.0,16226,Pave,,IR3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,281,Unf,0,747,GasA,Ex,Y,SBrkr,1210,1242,0,4,1,Gd,9,Typ,1,TA,BuiltIn,Fin,683,TA,TA,Y,208,0,,,,0,2007,WD,Normal,267000,3480,50,2.5,0.5,-0.8660254037844387
302,20,RL,118.0,13704,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1541,GasA,Ex,Y,SBrkr,1541,0,0,3,1,Gd,6,Typ,1,TA,Attchd,RFn,843,TA,TA,Y,468,0,,,,0,2006,WD,Normal,205000,3082,81,2.0,0.5,0.8660254037844387
303,20,RL,70.0,9800,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,TA,TA,No,ALQ,894,Unf,0,0,GasA,TA,Y,SBrkr,894,0,0,3,1,TA,5,Typ,0,,Attchd,Unf,552,TA,TA,Y,256,0,,GdWo,,0,2006,WD,Abnorml,149900,1788,0,2.0,-0.4999999999999997,-0.8660254037844388
304,75,RM,87.0,18386,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,7,9,1880,2002,Gable,CompShg,CemntBd,CmentBd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1470,GasA,Ex,Y,SBrkr,1675,1818,0,3,1,Gd,10,Typ,1,Ex,Attchd,Unf,870,TA,TA,Y,302,0,,,,0,2008,WD,Normal,295000,4963,0,3.0,0.5,-0.8660254037844387
305,20,RL,80.0,10386,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,Stone,246.0,Gd,TA,PConc,Gd,TA,No,GLQ,1464,Unf,0,536,GasA,Ex,Y,SBrkr,2000,0,0,3,1,Gd,8,Typ,0,,Attchd,Fin,888,TA,TA,Y,168,0,,,,0,2007,WD,Normal,305900,4000,0,3.0,-0.4999999999999997,-0.8660254037844388
306,60,RL,116.0,13474,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,HdBoard,Plywood,BrkFace,246.0,Gd,TA,CBlock,Gd,TA,No,ALQ,700,Unf,0,0,GasA,Gd,Y,SBrkr,1122,1121,0,4,1,Gd,8,Typ,1,TA,Attchd,RFn,746,TA,TA,Y,127,0,,,,0,2007,WD,Normal,225000,2943,268,3.5,1.2246467991473532e-16,-1.0
307,50,RM,,7920,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,Fa,CBlock,TA,TA,No,Unf,0,Unf,0,319,GasA,TA,Y,FuseA,1035,371,0,3,1,Fa,6,Typ,0,,,,0,,,N,0,0,,MnPrv,,0,2008,WD,Normal,89500,1725,144,1.0,1.0,6.123233995736766e-17
308,30,RL,,12342,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,262,Unf,0,599,GasA,Ex,Y,SBrkr,861,0,0,1,1,TA,4,Typ,0,,Detchd,Unf,539,TA,TA,Y,158,0,,,,0,2009,WD,Normal,82500,1722,0,1.0,1.0,6.123233995736766e-17
309,20,RL,90.0,12378,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1274,Unf,0,622,GasA,Ex,Y,SBrkr,1944,0,0,3,1,Ex,8,Typ,3,Ex,Attchd,Fin,708,TA,TA,Y,208,0,,,,0,2006,WD,Normal,360000,3840,175,3.0,-0.5000000000000004,0.8660254037844384
310,60,RL,,7685,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,112.0,TA,TA,PConc,Gd,TA,No,ALQ,518,Unf,0,179,GasA,Gd,Y,SBrkr,697,804,0,3,1,Gd,6,Typ,1,TA,Attchd,Fin,420,TA,TA,Y,190,0,,,,0,2006,WD,Normal,165600,2198,63,2.5,0.5,-0.8660254037844387
311,20,RL,50.0,8000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,680,Unf,0,292,GasA,Ex,Y,SBrkr,972,0,0,2,1,TA,5,Typ,1,Gd,Detchd,Unf,240,TA,TA,Y,0,0,,,,0,2009,WD,Normal,132000,1944,0,2.0,0.5,-0.8660254037844387
312,190,RM,65.0,7800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,Gd,TA,Mn,Rec,507,Unf,0,286,GasA,TA,Y,SBrkr,793,325,0,3,1,TA,5,Typ,1,Gd,Detchd,Unf,410,TA,TA,Y,0,0,,MnPrv,,0,2006,WD,Normal,119900,1911,271,2.0,0.5,-0.8660254037844387
313,20,RL,150.0,215245,Pave,,IR3,Low,AllPub,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,7,5,1965,1965,Hip,CompShg,BrkFace,BrkFace,,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1236,Rec,820,80,GasW,TA,Y,SBrkr,2036,0,0,3,1,TA,8,Typ,2,Gd,Attchd,RFn,513,TA,TA,Y,0,0,,,,0,2009,WD,Normal,375000,4172,0,4.0,1.2246467991473532e-16,-1.0
314,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,Gd,No,LwQ,16,Unf,0,712,GasA,Ex,Y,SBrkr,832,809,0,3,1,Ex,6,Typ,1,Gd,Detchd,Unf,546,Fa,TA,Y,0,0,,,,0,2006,WD,Normal,178000,2369,234,2.0,-0.8660254037844384,-0.5000000000000004
315,60,RL,71.0,7795,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,425,Unf,0,291,GasA,Ex,Y,SBrkr,716,716,0,3,1,Gd,6,Typ,1,Gd,Attchd,Fin,432,TA,TA,Y,100,0,,,,0,2009,WD,Normal,188500,2148,51,3.5,-0.4999999999999997,-0.8660254037844388
316,60,RL,94.0,13005,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1980,Gable,CompShg,CemntBd,CmentBd,BrkFace,278.0,Gd,TA,CBlock,Gd,TA,No,GLQ,692,Unf,0,153,GasA,TA,Y,SBrkr,1153,1200,0,4,1,Ex,10,Typ,1,TA,Attchd,RFn,484,TA,TA,Y,288,0,,GdPrv,,0,2009,WD,Normal,260000,3198,195,3.5,-0.8660254037844384,-0.5000000000000004
317,60,FV,75.0,9000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1088,GasA,Ex,Y,SBrkr,1088,871,0,3,1,Gd,8,Typ,1,Gd,Attchd,RFn,1025,TA,TA,Y,208,0,,,,0,2007,WD,Normal,270000,3047,46,2.5,-2.4492935982947064e-16,1.0
318,60,RL,90.0,9900,Pave,,Reg,Low,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,987,Unf,0,360,GasA,Ex,Y,SBrkr,1372,1274,0,4,1,Gd,9,Typ,1,TA,Attchd,RFn,656,TA,TA,Y,340,0,,,,0,2009,WD,Normal,260000,3993,204,3.5,0.8660254037844387,-0.4999999999999998
319,80,RL,,14115,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,5,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,225.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1036,Unf,0,336,GasA,TA,Y,SBrkr,1472,0,0,3,1,TA,6,Typ,2,TA,Attchd,Unf,588,TA,TA,Y,233,0,,,,0,2009,WD,Normal,187500,2844,48,3.0,1.2246467991473532e-16,-1.0
320,60,RL,111.0,16259,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,370.0,TA,TA,PConc,Ex,Gd,Av,Unf,0,Unf,0,1249,GasA,Ex,Y,SBrkr,1249,1347,0,4,1,Gd,9,Typ,0,,Attchd,RFn,840,TA,TA,Y,240,0,,,,0,2006,New,Partial,342643,3845,154,3.5,-1.0,-1.8369701987210287e-16
321,60,RL,99.0,12099,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,388.0,Gd,TA,PConc,Ex,TA,Av,GLQ,970,Unf,0,166,GasA,Ex,Y,SBrkr,1136,1332,0,4,1,Gd,10,Typ,1,Gd,BuiltIn,Fin,872,TA,TA,Y,184,0,,,,0,2007,WD,Normal,354000,3604,154,3.5,1.2246467991473532e-16,-1.0
322,60,RL,86.0,10380,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1986,1987,Gable,CompShg,Plywood,Plywood,BrkFace,172.0,Gd,TA,CBlock,TA,TA,Gd,LwQ,28,ALQ,1474,0,GasA,Ex,Y,SBrkr,1553,1177,0,4,1,Gd,8,Typ,1,TA,Attchd,Fin,576,TA,TA,Y,201,0,,MnPrv,,0,2007,WD,Normal,301000,4232,96,3.5,-0.8660254037844384,-0.5000000000000004
323,20,RM,49.0,5820,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,8,1955,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,256,Unf,0,906,GasA,Ex,Y,SBrkr,1163,0,0,3,1,TA,6,Typ,0,,Attchd,Unf,220,Fa,TA,Y,142,0,,,,0,2006,WD,Normal,126175,2325,98,2.0,-0.4999999999999997,-0.8660254037844388
324,80,RL,96.0,11275,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,PosN,Norm,1Fam,SLvl,7,7,1967,2007,Mansard,WdShake,Wd Sdng,Wd Sdng,BrkFace,300.0,Gd,Gd,CBlock,Gd,TA,No,Unf,0,Unf,0,710,GasA,Ex,Y,SBrkr,1898,1080,0,5,1,Gd,11,Typ,1,Gd,BuiltIn,Fin,564,TA,TA,Y,240,0,,,,0,2010,WD,Normal,242000,3688,0,2.5,1.2246467991473532e-16,-1.0
325,45,RM,50.0,5000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,116,Unf,0,604,GasA,Po,N,FuseF,803,0,0,2,1,TA,5,Typ,0,,Detchd,Unf,360,TA,TA,Y,0,0,,,,0,2007,WD,Normal,87000,1523,244,1.0,-2.4492935982947064e-16,1.0
326,120,RL,32.0,10846,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,BrkFace,BrkFace,,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1619,Unf,0,100,GasA,Ex,Y,SBrkr,1719,0,0,1,1,Gd,6,Typ,2,Gd,Attchd,Fin,473,TA,TA,Y,122,0,,,,0,2008,Con,Normal,324000,3438,30,3.5,0.5,-0.8660254037844387
327,20,RL,80.0,11600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,175.0,TA,TA,CBlock,TA,TA,No,Rec,565,Unf,0,818,GasA,TA,Y,SBrkr,1383,0,0,3,1,TA,7,Typ,0,,Attchd,RFn,292,TA,TA,Y,0,0,,,,0,2006,WD,Normal,145250,2766,45,1.5,0.8660254037844387,-0.4999999999999998
328,75,RL,,11888,Pave,Pave,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,PosN,Norm,1Fam,2.5Unf,6,6,1916,1994,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,844,GasA,Gd,N,FuseA,1445,689,0,5,1,Gd,10,Typ,0,,Detchd,Unf,441,TA,TA,Y,0,0,,,,0,2009,WD,Normal,214500,2978,328,2.0,-0.4999999999999997,-0.8660254037844388
329,70,RM,60.0,6402,Pave,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,,0.0,TA,TA,PConc,TA,TA,Mn,Unf,0,Unf,0,596,GasA,TA,N,SBrkr,596,596,0,3,1,TA,6,Typ,0,,Detchd,Unf,189,Fa,Fa,N,0,0,,GdWo,,0,2009,WD,Normal,78000,1788,137,1.0,-0.4999999999999997,-0.8660254037844388
330,90,RL,,10624,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,4,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,84.0,TA,TA,CBlock,TA,TA,No,GLQ,40,Rec,264,1424,GasA,TA,Y,SBrkr,1728,0,0,6,2,TA,10,Typ,0,,Detchd,Unf,352,TA,TA,Y,155,0,,,,0,2007,WD,Normal,119000,3456,0,2.5,-0.5000000000000004,0.8660254037844384
331,20,RL,70.0,8176,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1992,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Rec,846,Unf,0,210,GasA,Fa,Y,SBrkr,1056,0,0,3,1,TA,6,Typ,0,,Attchd,RFn,308,TA,TA,Y,0,0,,,,0,2007,WD,Normal,139000,2112,0,2.0,-0.8660254037844384,-0.5000000000000004
332,20,RL,85.0,10655,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,296.0,Gd,TA,PConc,Gd,TA,No,GLQ,1124,,479,1603,GasA,Ex,Y,SBrkr,1629,0,0,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,880,TA,TA,Y,0,0,,,,0,2009,WD,Normal,284000,4835,0,3.0,-0.8660254037844386,0.5000000000000001
333,120,RM,59.0,8198,Pave,,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,146.0,Gd,TA,PConc,Gd,TA,Av,GLQ,720,Unf,0,638,GasA,Ex,Y,SBrkr,1358,0,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,484,TA,TA,Y,192,0,,,,0,2008,WD,Normal,207000,2716,30,3.0,-0.4999999999999997,-0.8660254037844388
334,60,RL,59.0,9042,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,828,Unf,0,115,GasA,Gd,Y,SBrkr,943,695,0,3,1,TA,7,Typ,2,TA,Attchd,Fin,472,TA,TA,Y,100,0,,,,0,2008,WD,Normal,192000,2581,38,3.5,-0.4999999999999997,-0.8660254037844388
335,190,RL,,164660,Grvl,,IR1,HLS,AllPub,Corner,Sev,Timber,Norm,Norm,2fmCon,1.5Fin,5,6,1965,1965,Gable,CompShg,Plywood,Plywood,,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,1249,BLQ,147,103,GasA,Ex,Y,SBrkr,1619,167,0,3,1,TA,7,Typ,2,Gd,Attchd,Fin,529,TA,TA,Y,670,0,,,Shed,700,2008,WD,Normal,228950,3285,0,4.0,-0.8660254037844384,-0.5000000000000004
336,20,RL,86.0,14157,Pave,,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1249,Unf,0,673,GasA,Ex,Y,SBrkr,1922,0,0,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,676,TA,TA,Y,178,0,,,,0,2007,WD,Normal,377426,3844,51,3.0,-0.4999999999999997,-0.8660254037844388
337,20,RL,70.0,9135,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,113.0,Gd,TA,PConc,Gd,TA,Av,GLQ,810,Unf,0,726,GasA,Ex,Y,SBrkr,1536,0,0,3,1,Gd,7,Typ,0,,Attchd,RFn,532,TA,TA,Y,192,0,,,,0,2008,WD,Normal,214000,3072,74,3.0,-2.4492935982947064e-16,1.0
338,20,RL,91.0,14145,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,7,1984,1998,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,Gd,TA,CBlock,Gd,TA,Mn,ALQ,213,Unf,0,995,GasA,Ex,Y,SBrkr,1621,0,0,3,1,Gd,8,Typ,0,,Attchd,RFn,440,TA,TA,Y,108,0,,,Shed,400,2006,WD,Normal,202500,2829,45,3.0,0.5,-0.8660254037844387
339,20,RL,66.0,12400,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,1958,1998,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,TA,TA,CBlock,TA,Fa,No,Rec,585,Unf,0,630,GasA,TA,Y,FuseA,1215,0,0,3,1,TA,6,Typ,0,,Attchd,Unf,297,TA,TA,Y,0,0,,,,0,2009,WD,Normal,155000,2430,234,1.0,1.2246467991473532e-16,-1.0
340,60,RL,85.0,14191,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,967,GasA,Ex,Y,SBrkr,993,915,0,4,1,Gd,9,Typ,0,,Attchd,Fin,431,TA,TA,Y,135,0,,,,0,2010,WD,Normal,202900,2875,0,2.5,0.8660254037844387,-0.4999999999999998
341,20,RH,60.0,8400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,1950,Gable,CompShg,Wd Sdng,AsbShng,,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,721,GasA,Gd,Y,SBrkr,841,0,0,2,1,TA,4,Typ,0,,CarPort,Unf,294,TA,TA,N,250,0,,,,0,2009,WD,Normal,82000,1562,24,1.0,-1.0,-1.8369701987210287e-16
342,90,RL,,8544,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1949,1950,Gable,CompShg,Stucco,Stucco,BrkFace,340.0,TA,TA,Slab,,,,,0,,0,0,Wall,Fa,N,FuseA,1040,0,0,2,2,TA,6,Typ,0,,Detchd,Unf,400,TA,TA,Y,0,0,,,,0,2006,WD,Normal,87500,1040,0,2.0,0.5,-0.8660254037844387
343,120,RL,63.0,8849,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,616.0,Ex,TA,PConc,Ex,TA,No,GLQ,28,Unf,0,1656,GasA,Ex,Y,SBrkr,1684,0,0,2,1,Ex,6,Typ,1,Ex,Attchd,RFn,564,TA,TA,Y,495,0,,,,0,2008,WD,Normal,266000,3368,72,2.0,-0.4999999999999997,-0.8660254037844388
344,160,RM,36.0,2592,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,3,1976,1976,Gable,CompShg,CemntBd,CmentBd,,0.0,TA,TA,CBlock,Gd,TA,No,Rec,129,BLQ,232,175,GasA,TA,Y,SBrkr,536,576,0,3,1,TA,4,Typ,0,,Attchd,Unf,336,TA,TA,Y,182,0,,,,0,2010,WD,Normal,85000,1648,0,1.5,0.8660254037844387,-0.4999999999999998
345,50,RL,65.0,6435,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,972,GasA,Gd,Y,SBrkr,972,605,0,3,1,Fa,6,Typ,1,Gd,Detchd,Unf,312,TA,TA,Y,0,0,,,,0,2006,WD,Normal,140200,2549,0,1.0,-0.8660254037844386,0.5000000000000001
346,20,RL,,12772,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1960,1998,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,Mn,BLQ,498,Unf,0,460,GasA,TA,Y,SBrkr,958,0,0,2,1,TA,5,Typ,0,,Attchd,RFn,301,TA,TA,Y,0,0,,,Gar2,15500,2007,WD,Normal,151500,1916,0,1.0,0.8660254037844387,-0.4999999999999998
347,20,RL,,17600,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,30.0,TA,TA,CBlock,TA,TA,No,BLQ,1270,Unf,0,208,GasA,Ex,Y,FuseA,1478,0,0,3,1,TA,6,Typ,2,Gd,Attchd,Unf,498,TA,TA,Y,0,0,,,,0,2009,WD,Normal,157500,2956,40,3.0,-2.4492935982947064e-16,1.0
348,160,RL,36.0,2448,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,Gd,TA,PConc,Gd,TA,No,GLQ,573,Unf,0,191,GasA,Ex,Y,SBrkr,764,862,0,2,1,Gd,6,Typ,0,,BuiltIn,RFn,474,TA,TA,Y,0,0,,,,0,2008,WD,Normal,154000,2390,27,3.5,-0.8660254037844386,0.5000000000000001
349,60,RL,56.0,20431,Pave,,IR2,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,870.0,Ex,TA,PConc,Ex,TA,No,GLQ,1410,Unf,0,438,GasA,Ex,Y,SBrkr,1848,880,0,4,1,Ex,10,Typ,2,Ex,Attchd,Fin,706,TA,TA,Y,0,0,,,,0,2006,New,Partial,437154,4576,0,3.5,0.8660254037844387,-0.4999999999999998
350,120,RL,68.0,7820,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2007,2007,Hip,CompShg,MetalSd,MetalSd,BrkFace,362.0,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1869,GasA,Ex,Y,SBrkr,1869,0,0,2,1,Ex,6,Typ,1,Gd,Attchd,RFn,617,TA,TA,Y,210,0,,,,0,2007,New,Partial,318061,3738,54,2.0,-2.4492935982947064e-16,1.0
