,YearBuilt,YearRemodAdd,GarageArea,GrLivArea,MasVnrArea,WoodDeckSF,PoolArea,TotalBsmtSF,ScreenPorch,BsmtFinSF1,SalePrice
273,1958.0,1988.0,338.0,1632.0,183.0,289.0,0.0,1240.0,0.0,620.0,139000.0
274,1982.0,1982.0,264.0,816.0,0.0,168.0,0.0,816.0,0.0,546.0,124500.0
275,1925.0,2007.0,672.0,1548.0,0.0,74.0,0.0,952.0,144.0,0.0,205000.0
276,2003.0,2003.0,573.0,1560.0,0.0,100.0,0.0,1560.0,0.0,0.0,201000.0
277,1951.0,1951.0,400.0,864.0,0.0,0.0,0.0,864.0,0.0,120.0,141000.0
278,2006.0,2007.0,732.0,2121.0,315.0,124.0,0.0,2121.0,142.0,0.0,415298.0
279,1977.0,1977.0,505.0,2022.0,299.0,288.0,0.0,1160.0,0.0,392.0,192000.0
280,1989.0,1989.0,575.0,1982.0,340.0,0.0,0.0,807.0,0.0,421.0,228500.0
281,2006.0,2006.0,572.0,1262.0,68.0,0.0,0.0,1262.0,0.0,905.0,185000.0
282,2007.0,2008.0,626.0,1314.0,166.0,172.0,0.0,1314.0,0.0,904.0,207500.0
283,2008.0,2009.0,898.0,1468.0,72.0,210.0,0.0,1468.0,0.0,0.0,244600.0
284,1992.0,1992.0,529.0,1575.0,0.0,0.0,0.0,1575.0,0.0,430.0,179200.0
285,2006.0,2007.0,528.0,1250.0,0.0,0.0,0.0,625.0,0.0,0.0,164700.0
286,1962.0,1981.0,440.0,1734.0,0.0,0.0,0.0,912.0,128.0,600.0,159000.0
287,1971.0,1971.0,0.0,858.0,0.0,0.0,0.0,858.0,0.0,614.0,88000.0
288,1967.0,1967.0,280.0,900.0,31.0,0.0,0.0,882.0,0.0,450.0,122000.0
289,1915.0,2003.0,384.0,1396.0,0.0,0.0,0.0,698.0,259.0,0.0,153575.0
290,2006.0,2006.0,685.0,1919.0,0.0,0.0,0.0,1079.0,0.0,0.0,233230.0
291,1912.0,2000.0,0.0,1716.0,0.0,0.0,0.0,780.0,0.0,210.0,135900.0
292,1949.0,2008.0,281.0,1716.0,0.0,0.0,0.0,768.0,160.0,292.0,131000.0
293,1977.0,1994.0,539.0,2263.0,34.0,0.0,0.0,795.0,0.0,795.0,235000.0
294,1953.0,1953.0,418.0,1644.0,238.0,110.0,0.0,1416.0,0.0,1285.0,167000.0
295,1984.0,1984.0,588.0,1003.0,0.0,120.0,0.0,1003.0,0.0,819.0,142500.0
296,1950.0,1950.0,282.0,1558.0,0.0,289.0,0.0,910.0,0.0,420.0,152000.0
297,1997.0,1998.0,576.0,1950.0,1600.0,0.0,0.0,975.0,198.0,649.0,239000.0
298,1968.0,1968.0,539.0,1743.0,365.0,224.0,0.0,702.0,0.0,384.0,175000.0
299,1950.0,2004.0,300.0,1152.0,0.0,0.0,0.0,1092.0,0.0,0.0,158500.0
300,1953.0,1953.0,375.0,1336.0,56.0,0.0,0.0,1165.0,0.0,841.0,157000.0
301,1998.0,1999.0,683.0,2452.0,0.0,208.0,0.0,1028.0,0.0,281.0,267000.0
302,2001.0,2002.0,843.0,1541.0,150.0,468.0,0.0,1541.0,0.0,0.0,205000.0
303,1972.0,1972.0,552.0,894.0,0.0,256.0,0.0,894.0,0.0,894.0,149900.0
304,1880.0,2002.0,870.0,3493.0,0.0,302.0,0.0,1470.0,0.0,0.0,295000.0
305,2004.0,2005.0,888.0,2000.0,246.0,168.0,0.0,2000.0,0.0,1464.0,305900.0
306,1990.0,1991.0,746.0,2243.0,246.0,127.0,0.0,700.0,0.0,700.0,225000.0
307,1920.0,1950.0,0.0,1406.0,0.0,0.0,0.0,319.0,0.0,0.0,89500.0
308,1940.0,1950.0,539.0,861.0,0.0,158.0,0.0,861.0,0.0,262.0,82500.0
309,2003.0,2004.0,708.0,1944.0,0.0,208.0,0.0,1896.0,0.0,1274.0,360000.0
310,1993.0,1994.0,420.0,1501.0,112.0,190.0,0.0,697.0,0.0,518.0,165600.0
311,1948.0,2002.0,240.0,972.0,0.0,0.0,0.0,972.0,0.0,680.0,132000.0
312,1939.0,1950.0,410.0,1118.0,0.0,0.0,0.0,793.0,271.0,507.0,119900.0
313,1965.0,1965.0,513.0,2036.0,0.0,0.0,0.0,2136.0,0.0,1236.0,375000.0
314,1925.0,1990.0,546.0,1641.0,0.0,0.0,0.0,728.0,0.0,16.0,178000.0
315,2004.0,2005.0,432.0,1432.0,0.0,100.0,0.0,716.0,0.0,425.0,188500.0
316,1980.0,1980.0,484.0,2353.0,278.0,288.0,0.0,845.0,0.0,692.0,260000.0
317,2006.0,2006.0,1025.0,1959.0,0.0,208.0,0.0,1088.0,0.0,0.0,270000.0
318,1993.0,1993.0,656.0,2646.0,256.0,340.0,0.0,1347.0,0.0,987.0,260000.0
319,1980.0,1980.0,588.0,1472.0,225.0,233.0,0.0,1372.0,0.0,1036.0,187500.0
320,2006.0,2006.0,840.0,2596.0,370.0,240.0,0.0,1249.0,0.0,0.0,342643.0
321,2004.0,2004.0,872.0,2468.0,388.0,184.0,0.0,1136.0,0.0,970.0,354000.0
322,1986.0,1987.0,576.0,2730.0,172.0,201.0,0.0,1502.0,0.0,28.0,301000.0
323,1955.0,2005.0,220.0,1163.0,0.0,142.0,0.0,1162.0,0.0,256.0,126175.0
324,1967.0,2007.0,564.0,2978.0,300.0,240.0,0.0,710.0,0.0,0.0,242000.0
325,1941.0,1950.0,360.0,803.0,0.0,0.0,0.0,720.0,0.0,116.0,87000.0
326,1993.0,1993.0,473.0,1719.0,0.0,122.0,0.0,1719.0,0.0,1619.0,324000.0
327,1960.0,1960.0,292.0,1383.0,175.0,0.0,0.0,1383.0,0.0,565.0,145250.0
328,1916.0,1994.0,441.0,2134.0,0.0,0.0,0.0,844.0,0.0,0.0,214500.0
329,1920.0,1950.0,189.0,1192.0,0.0,0.0,0.0,596.0,0.0,0.0,78000.0
330,1964.0,1964.0,352.0,1728.0,84.0,155.0,0.0,1728.0,0.0,40.0,119000.0
331,1958.0,1992.0,308.0,1056.0,0.0,0.0,0.0,1056.0,0.0,846.0,139000.0
332,2003.0,2004.0,880.0,1629.0,296.0,0.0,0.0,3206.0,0.0,1124.0,284000.0
333,2004.0,2004.0,484.0,1358.0,146.0,192.0,0.0,1358.0,0.0,720.0,207000.0
334,1998.0,1998.0,472.0,1638.0,0.0,100.0,0.0,943.0,0.0,828.0,192000.0
335,1965.0,1965.0,529.0,1786.0,0.0,670.0,0.0,1499.0,0.0,1249.0,228950.0
336,2005.0,2006.0,676.0,1922.0,200.0,178.0,0.0,1922.0,0.0,1249.0,377426.0
337,2002.0,2003.0,532.0,1536.0,113.0,192.0,0.0,1536.0,0.0,810.0,214000.0
338,1984.0,1998.0,440.0,1621.0,0.0,108.0,0.0,1208.0,0.0,213.0,202500.0
339,1958.0,1998.0,297.0,1215.0,176.0,0.0,0.0,1215.0,234.0,585.0,155000.0
340,2002.0,2002.0,431.0,1908.0,0.0,135.0,0.0,967.0,0.0,0.0,202900.0
341,1950.0,1950.0,294.0,841.0,0.0,250.0,0.0,721.0,0.0,0.0,82000.0
342,1949.0,1950.0,400.0,1040.0,340.0,0.0,0.0,0.0,0.0,0.0,87500.0
343,2005.0,2005.0,564.0,1684.0,616.0,495.0,0.0,1684.0,0.0,28.0,266000.0
344,1976.0,1976.0,336.0,1112.0,0.0,182.0,0.0,536.0,0.0,129.0,85000.0
345,1939.0,1950.0,312.0,1577.0,0.0,0.0,0.0,972.0,0.0,0.0,140200.0
346,1960.0,1998.0,301.0,958.0,0.0,0.0,0.0,958.0,0.0,498.0,151500.0
347,1960.0,1960.0,498.0,1478.0,30.0,0.0,0.0,1478.0,0.0,1270.0,157500.0
348,2003.0,2004.0,474.0,1626.0,106.0,0.0,0.0,764.0,0.0,573.0,154000.0
349,2005.0,2006.0,706.0,2728.0,870.0,0.0,0.0,1848.0,0.0,1410.0,437154.0
350,2007.0,2007.0,617.0,1869.0,362.0,210.0,0.0,1869.0,0.0,0.0,318061.0
351,1986.0,1986.0,445.0,1453.0,0.0,0.0,0.0,1453.0,184.0,1082.0,190000.0
352,1941.0,1950.0,200.0,1111.0,0.0,48.0,0.0,616.0,0.0,236.0,95000.0
353,1928.0,2003.0,484.0,720.0,0.0,106.0,0.0,624.0,0.0,0.0,105900.0
354,1940.0,2000.0,240.0,1595.0,0.0,0.0,0.0,940.0,0.0,388.0,140000.0
355,1995.0,1995.0,521.0,1200.0,0.0,0.0,0.0,1200.0,0.0,334.0,177500.0
356,1992.0,1992.0,400.0,1167.0,106.0,120.0,0.0,1158.0,0.0,560.0,173000.0
357,1976.0,1976.0,528.0,1142.0,0.0,536.0,0.0,1142.0,0.0,874.0,134000.0
358,1958.0,1958.0,288.0,1352.0,120.0,168.0,0.0,1062.0,0.0,300.0,130000.0
359,1998.0,1998.0,592.0,1924.0,530.0,208.0,0.0,1086.0,374.0,956.0,280000.0
360,1978.0,1978.0,470.0,912.0,0.0,0.0,0.0,888.0,192.0,773.0,156000.0
361,1940.0,1982.0,240.0,1505.0,0.0,0.0,0.0,883.0,0.0,399.0,145000.0
362,2003.0,2003.0,672.0,1922.0,500.0,0.0,0.0,0.0,0.0,0.0,198500.0
363,1972.0,2007.0,264.0,987.0,510.0,250.0,0.0,483.0,0.0,162.0,118000.0
364,1976.0,1976.0,566.0,1574.0,120.0,306.0,0.0,796.0,0.0,712.0,190000.0
365,1920.0,1997.0,468.0,1344.0,0.0,0.0,0.0,672.0,0.0,456.0,147000.0
366,1963.0,1963.0,514.0,1394.0,247.0,0.0,0.0,1394.0,185.0,609.0,159000.0
367,1962.0,1962.0,296.0,1431.0,305.0,64.0,0.0,1099.0,0.0,371.0,165000.0
368,1954.0,1954.0,244.0,1268.0,200.0,0.0,0.0,1268.0,0.0,540.0,132000.0
369,1959.0,2006.0,576.0,1287.0,0.0,364.0,0.0,1063.0,182.0,72.0,162000.0
370,2000.0,2000.0,460.0,1664.0,0.0,100.0,0.0,953.0,0.0,0.0,172400.0
371,1959.0,1959.0,680.0,1588.0,0.0,0.0,0.0,0.0,0.0,0.0,134432.0
372,1984.0,1984.0,264.0,752.0,0.0,353.0,0.0,744.0,90.0,623.0,125000.0
373,1953.0,1953.0,270.0,1319.0,0.0,66.0,0.0,608.0,0.0,428.0,123000.0
374,2003.0,2004.0,434.0,1928.0,0.0,100.0,0.0,847.0,0.0,0.0,219500.0
375,1922.0,1950.0,0.0,904.0,0.0,0.0,0.0,683.0,0.0,350.0,61000.0
376,1996.0,1996.0,576.0,914.0,0.0,0.0,0.0,870.0,0.0,298.0,148000.0
377,2004.0,2005.0,610.0,2466.0,0.0,159.0,0.0,1580.0,0.0,0.0,340000.0
378,2010.0,2010.0,834.0,1856.0,350.0,113.0,0.0,1856.0,0.0,1445.0,394432.0
379,2000.0,2000.0,463.0,1800.0,16.0,100.0,0.0,982.0,0.0,0.0,179000.0
380,1924.0,1950.0,308.0,1691.0,0.0,0.0,0.0,1026.0,0.0,218.0,127000.0
381,2006.0,2006.0,572.0,1301.0,0.0,216.0,0.0,1293.0,0.0,0.0,187750.0
382,2006.0,2006.0,639.0,1797.0,0.0,144.0,0.0,939.0,0.0,0.0,213500.0
383,1928.0,1950.0,360.0,784.0,0.0,0.0,0.0,784.0,0.0,0.0,76000.0
384,1992.0,1992.0,501.0,1953.0,0.0,216.0,0.0,1580.0,0.0,985.0,240000.0
385,2004.0,2005.0,430.0,1269.0,16.0,146.0,0.0,1256.0,144.0,24.0,192000.0
386,1910.0,1996.0,0.0,1184.0,0.0,0.0,0.0,658.0,0.0,0.0,81000.0
387,1976.0,1976.0,352.0,1125.0,255.0,296.0,0.0,1041.0,0.0,631.0,125000.0
388,1999.0,2000.0,577.0,1479.0,125.0,120.0,0.0,1468.0,0.0,0.0,191000.0
389,2007.0,2008.0,846.0,2332.0,272.0,196.0,0.0,1682.0,0.0,1280.0,426000.0
390,1900.0,1950.0,384.0,1367.0,0.0,0.0,0.0,861.0,0.0,241.0,119000.0
391,2001.0,2002.0,560.0,1961.0,0.0,125.0,0.0,804.0,0.0,690.0,215000.0
392,1959.0,1959.0,294.0,882.0,0.0,0.0,0.0,0.0,0.0,0.0,106500.0
393,1941.0,1950.0,0.0,788.0,0.0,0.0,0.0,788.0,0.0,266.0,100000.0
394,1940.0,1950.0,240.0,1034.0,0.0,0.0,0.0,735.0,0.0,0.0,109000.0
395,1956.0,1956.0,596.0,1144.0,0.0,44.0,0.0,1144.0,0.0,739.0,129000.0
396,1972.0,1972.0,600.0,894.0,0.0,215.0,0.0,894.0,0.0,777.0,123000.0
397,1962.0,1962.0,264.0,1812.0,288.0,0.0,0.0,864.0,0.0,540.0,169500.0
398,1920.0,1950.0,338.0,1077.0,0.0,0.0,0.0,961.0,0.0,0.0,67000.0
399,2006.0,2007.0,438.0,1550.0,100.0,0.0,0.0,1092.0,0.0,812.0,241000.0
400,1996.0,1996.0,500.0,1288.0,0.0,120.0,0.0,1260.0,224.0,786.0,245500.0
401,2005.0,2005.0,400.0,1310.0,0.0,0.0,0.0,1310.0,0.0,24.0,164990.0
402,1940.0,1997.0,240.0,672.0,0.0,168.0,0.0,672.0,0.0,0.0,108000.0
403,1998.0,1998.0,420.0,2263.0,650.0,144.0,0.0,1141.0,0.0,0.0,258000.0
404,1995.0,1996.0,373.0,1572.0,0.0,0.0,0.0,806.0,0.0,0.0,168000.0
405,1976.0,1993.0,490.0,1620.0,0.0,120.0,0.0,1281.0,0.0,1116.0,150000.0
406,1936.0,1950.0,240.0,1639.0,0.0,0.0,0.0,1064.0,0.0,0.0,115000.0
407,1915.0,1976.0,308.0,1680.0,0.0,0.0,0.0,840.0,0.0,0.0,177000.0
408,2006.0,2006.0,947.0,2172.0,350.0,192.0,0.0,1063.0,0.0,0.0,280000.0
409,2007.0,2008.0,836.0,2078.0,100.0,0.0,0.0,1034.0,0.0,789.0,339750.0
410,1958.0,1958.0,350.0,1276.0,0.0,0.0,0.0,1276.0,0.0,0.0,60000.0
411,1955.0,1955.0,572.0,1056.0,0.0,264.0,0.0,1056.0,0.0,1056.0,145000.0
412,2009.0,2009.0,484.0,1478.0,432.0,0.0,0.0,1470.0,0.0,578.0,222000.0
413,1927.0,1950.0,360.0,1028.0,0.0,0.0,0.0,1008.0,0.0,0.0,115000.0
414,1993.0,1993.0,678.0,2097.0,0.0,196.0,0.0,1080.0,0.0,50.0,228000.0
415,2007.0,2007.0,396.0,1340.0,0.0,100.0,0.0,1340.0,0.0,24.0,181134.0
416,1978.0,1978.0,440.0,1400.0,203.0,0.0,0.0,672.0,0.0,209.0,149500.0
417,1918.0,1950.0,864.0,2624.0,0.0,0.0,0.0,1370.0,0.0,1128.0,239000.0
418,1940.0,1950.0,240.0,1134.0,0.0,0.0,0.0,756.0,0.0,312.0,126000.0
419,1968.0,1968.0,304.0,1056.0,0.0,0.0,0.0,1056.0,0.0,775.0,142000.0
420,1997.0,1998.0,784.0,1344.0,200.0,0.0,0.0,1344.0,0.0,1309.0,206300.0
421,1977.0,2000.0,529.0,1602.0,126.0,240.0,0.0,1602.0,0.0,1246.0,215000.0
422,1954.0,1954.0,520.0,988.0,0.0,0.0,0.0,988.0,0.0,0.0,113000.0
423,1998.0,1998.0,696.0,2630.0,473.0,0.0,0.0,1470.0,0.0,986.0,315000.0
424,1956.0,1956.0,297.0,1196.0,74.0,0.0,0.0,1196.0,0.0,616.0,139000.0
425,1946.0,1992.0,240.0,1389.0,0.0,0.0,0.0,651.0,0.0,0.0,135000.0
426,1989.0,1989.0,569.0,1644.0,145.0,80.0,0.0,1518.0,396.0,1518.0,275000.0
427,1957.0,1957.0,352.0,907.0,0.0,0.0,0.0,907.0,0.0,288.0,109008.0
428,2007.0,2007.0,628.0,1208.0,108.0,105.0,0.0,1208.0,0.0,664.0,195400.0
429,1988.0,1988.0,576.0,1412.0,0.0,0.0,0.0,1392.0,0.0,1005.0,175000.0
430,1971.0,1971.0,264.0,987.0,232.0,0.0,0.0,483.0,0.0,387.0,85400.0
431,1920.0,1998.0,0.0,1198.0,0.0,0.0,0.0,901.0,0.0,0.0,79900.0
432,1971.0,1971.0,440.0,1365.0,376.0,240.0,0.0,765.0,0.0,471.0,122500.0
433,1997.0,1998.0,470.0,1604.0,0.0,0.0,0.0,926.0,0.0,0.0,181000.0
434,1972.0,1972.0,0.0,630.0,0.0,88.0,0.0,630.0,0.0,495.0,81000.0
435,1996.0,1996.0,550.0,1661.0,0.0,158.0,0.0,799.0,0.0,385.0,212000.0
436,1920.0,1950.0,440.0,1118.0,0.0,0.0,0.0,648.0,0.0,0.0,116000.0
437,1926.0,2004.0,180.0,904.0,0.0,0.0,0.0,884.0,0.0,0.0,119000.0
438,1913.0,2002.0,352.0,694.0,0.0,0.0,0.0,440.0,0.0,365.0,90350.0
439,1920.0,2000.0,528.0,1196.0,0.0,0.0,0.0,684.0,0.0,0.0,110000.0
440,2008.0,2008.0,672.0,2402.0,200.0,0.0,0.0,3094.0,170.0,1767.0,555000.0
441,1955.0,1955.0,0.0,1440.0,270.0,0.0,0.0,1440.0,0.0,133.0,118000.0
442,1930.0,1992.0,360.0,1573.0,0.0,0.0,0.0,1078.0,0.0,0.0,162900.0
443,2006.0,2007.0,648.0,1258.0,72.0,144.0,0.0,1258.0,0.0,0.0,172500.0
444,1994.0,1995.0,493.0,1908.0,0.0,144.0,0.0,915.0,0.0,642.0,210000.0
445,1956.0,1956.0,480.0,1689.0,0.0,0.0,0.0,1436.0,0.0,0.0,127500.0
446,1966.0,2002.0,578.0,1888.0,0.0,0.0,0.0,1517.0,0.0,247.0,190000.0
447,1998.0,1999.0,431.0,1886.0,0.0,89.0,0.0,930.0,0.0,0.0,199900.0
448,1937.0,1950.0,198.0,1376.0,0.0,0.0,0.0,780.0,0.0,0.0,119500.0
449,1948.0,2002.0,308.0,1183.0,0.0,0.0,0.0,649.0,0.0,331.0,120000.0
450,1930.0,2005.0,270.0,813.0,0.0,0.0,0.0,813.0,0.0,0.0,110000.0
451,1975.0,1975.0,576.0,1533.0,0.0,200.0,0.0,1533.0,0.0,655.0,280000.0
452,1996.0,1997.0,422.0,1756.0,42.0,144.0,0.0,872.0,0.0,742.0,204000.0
453,2008.0,2008.0,676.0,1590.0,0.0,0.0,0.0,768.0,0.0,0.0,210000.0
454,1976.0,1976.0,560.0,1728.0,0.0,0.0,0.0,1728.0,0.0,1606.0,188000.0
455,1973.0,1973.0,528.0,1242.0,320.0,0.0,0.0,1242.0,0.0,916.0,175500.0
456,1916.0,1950.0,513.0,1344.0,0.0,0.0,0.0,624.0,0.0,0.0,98000.0
457,1954.0,1994.0,529.0,1663.0,0.0,224.0,0.0,1364.0,0.0,1116.0,256000.0
458,1925.0,1996.0,228.0,1666.0,0.0,192.0,0.0,588.0,0.0,0.0,161000.0
459,1950.0,1950.0,352.0,1203.0,161.0,0.0,0.0,709.0,0.0,185.0,110000.0
460,2009.0,2009.0,552.0,1935.0,110.0,0.0,0.0,832.0,0.0,544.0,263435.0
461,1936.0,2007.0,576.0,1135.0,0.0,256.0,0.0,560.0,0.0,350.0,155000.0
462,1965.0,1965.0,360.0,864.0,0.0,0.0,0.0,864.0,0.0,553.0,62383.0
463,1934.0,1995.0,240.0,1660.0,0.0,0.0,0.0,715.0,0.0,326.0,188700.0
464,1978.0,1978.0,0.0,1040.0,136.0,0.0,0.0,1040.0,0.0,616.0,124000.0
465,2004.0,2004.0,398.0,1414.0,18.0,144.0,0.0,1375.0,0.0,0.0,178740.0
466,1970.0,1970.0,526.0,1277.0,0.0,0.0,0.0,1277.0,176.0,778.0,167000.0
467,1942.0,1995.0,312.0,1644.0,224.0,168.0,0.0,728.0,0.0,386.0,146500.0
468,2006.0,2006.0,866.0,1634.0,248.0,0.0,0.0,1626.0,0.0,0.0,250000.0
469,1993.0,1993.0,506.0,1710.0,120.0,144.0,0.0,832.0,0.0,426.0,187000.0
470,1985.0,1985.0,528.0,1502.0,0.0,0.0,0.0,1488.0,140.0,368.0,212000.0
471,1977.0,1977.0,534.0,1969.0,0.0,0.0,0.0,808.0,276.0,0.0,190000.0
472,2005.0,2005.0,525.0,1072.0,80.0,0.0,0.0,547.0,0.0,459.0,148000.0
473,2006.0,2007.0,908.0,1976.0,304.0,250.0,0.0,1976.0,0.0,1350.0,440000.0
474,2000.0,2000.0,499.0,1652.0,0.0,96.0,0.0,1494.0,0.0,1196.0,251000.0
475,1963.0,1963.0,624.0,970.0,0.0,0.0,0.0,970.0,192.0,630.0,132500.0
476,1997.0,1998.0,508.0,1493.0,215.0,140.0,0.0,1478.0,0.0,994.0,208900.0
477,2006.0,2006.0,694.0,2643.0,772.0,414.0,0.0,2153.0,0.0,0.0,380000.0
478,2007.0,2008.0,826.0,1718.0,336.0,208.0,0.0,1705.0,0.0,1288.0,297000.0
479,1937.0,2000.0,672.0,1131.0,435.0,0.0,0.0,907.0,0.0,168.0,89471.0
480,2004.0,2005.0,772.0,1850.0,378.0,519.0,0.0,1833.0,0.0,1261.0,326000.0
481,2003.0,2004.0,874.0,1792.0,562.0,206.0,0.0,1792.0,0.0,1567.0,374000.0
482,1915.0,2005.0,164.0,1826.0,0.0,0.0,0.0,910.0,0.0,299.0,155000.0
483,1998.0,1998.0,402.0,1216.0,116.0,0.0,0.0,1216.0,0.0,897.0,164000.0
484,1962.0,2001.0,264.0,999.0,0.0,0.0,0.0,999.0,0.0,588.0,132500.0
485,1950.0,2007.0,264.0,1113.0,0.0,0.0,0.0,1113.0,0.0,607.0,147000.0
486,1965.0,1965.0,515.0,1073.0,168.0,0.0,0.0,1073.0,0.0,836.0,156000.0
487,1971.0,1971.0,487.0,1484.0,0.0,224.0,0.0,1484.0,180.0,998.0,175000.0
488,1900.0,1970.0,520.0,2414.0,0.0,142.0,0.0,954.0,0.0,664.0,160000.0
489,1970.0,2002.0,286.0,630.0,0.0,0.0,0.0,630.0,0.0,515.0,86000.0
490,1976.0,1976.0,336.0,1304.0,0.0,141.0,0.0,264.0,0.0,0.0,115000.0
491,1941.0,1950.0,240.0,1578.0,0.0,0.0,0.0,806.0,0.0,403.0,133000.0
492,2006.0,2006.0,429.0,1456.0,0.0,0.0,0.0,728.0,0.0,0.0,172785.0
493,1960.0,1960.0,308.0,1269.0,0.0,0.0,0.0,1269.0,0.0,374.0,155000.0
494,1938.0,1996.0,273.0,886.0,0.0,144.0,0.0,190.0,0.0,0.0,91300.0
495,1920.0,1950.0,0.0,720.0,0.0,0.0,0.0,720.0,0.0,495.0,34900.0
496,1992.0,1993.0,546.0,3228.0,0.0,264.0,0.0,3200.0,0.0,1231.0,430000.0
497,1925.0,1950.0,240.0,1820.0,0.0,0.0,0.0,1026.0,0.0,329.0,184000.0
498,1967.0,2004.0,288.0,899.0,89.0,64.0,0.0,864.0,0.0,450.0,130000.0
499,1958.0,1985.0,297.0,912.0,0.0,12.0,0.0,912.0,0.0,111.0,120000.0
500,1973.0,1973.0,264.0,1218.0,285.0,144.0,0.0,672.0,0.0,356.0,113000.0
501,2005.0,2005.0,603.0,1768.0,0.0,0.0,0.0,866.0,0.0,400.0,226700.0
502,1965.0,1965.0,461.0,1214.0,0.0,0.0,0.0,1214.0,0.0,698.0,140000.0
503,1959.0,1997.0,484.0,1801.0,0.0,0.0,0.0,1501.0,161.0,1247.0,289000.0
504,1974.0,1974.0,440.0,1322.0,0.0,260.0,0.0,855.0,0.0,257.0,147000.0
505,1952.0,1952.0,400.0,1960.0,360.0,0.0,0.0,960.0,0.0,0.0,124500.0
506,1993.0,1994.0,471.0,1911.0,125.0,182.0,0.0,777.0,0.0,380.0,215000.0
507,2009.0,2009.0,676.0,1218.0,0.0,0.0,0.0,1218.0,0.0,27.0,208300.0
508,1928.0,2005.0,360.0,1378.0,0.0,0.0,0.0,689.0,0.0,141.0,161000.0
509,1959.0,1959.0,270.0,1041.0,132.0,224.0,0.0,1041.0,0.0,991.0,124500.0
510,1951.0,2000.0,288.0,1363.0,70.0,324.0,0.0,1008.0,168.0,650.0,164900.0
511,2005.0,2006.0,474.0,1368.0,94.0,132.0,0.0,1368.0,0.0,0.0,202665.0
512,1958.0,1958.0,624.0,864.0,0.0,0.0,0.0,864.0,0.0,521.0,129900.0
513,1983.0,1983.0,484.0,1080.0,0.0,120.0,0.0,1084.0,0.0,336.0,134000.0
514,1926.0,1950.0,200.0,789.0,0.0,0.0,0.0,768.0,0.0,0.0,96500.0
515,2009.0,2009.0,900.0,2020.0,305.0,156.0,0.0,2006.0,0.0,1436.0,402861.0
516,1972.0,1972.0,583.0,2119.0,333.0,0.0,0.0,689.0,0.0,0.0,158000.0
517,1996.0,1997.0,889.0,2344.0,921.0,220.0,0.0,1264.0,0.0,0.0,265000.0
518,1998.0,1998.0,546.0,1796.0,0.0,0.0,0.0,794.0,0.0,706.0,211000.0
519,1926.0,2004.0,282.0,2080.0,0.0,0.0,0.0,1276.0,145.0,0.0,234000.0
520,1900.0,2000.0,0.0,1294.0,0.0,220.0,0.0,0.0,0.0,0.0,106250.0
521,1957.0,1957.0,336.0,1244.0,0.0,0.0,0.0,1244.0,0.0,777.0,150000.0
522,1947.0,1950.0,420.0,1664.0,0.0,0.0,0.0,1004.0,0.0,399.0,159000.0
523,2007.0,2008.0,884.0,4676.0,762.0,208.0,0.0,3138.0,0.0,2260.0,184750.0
524,1996.0,1997.0,834.0,2398.0,594.0,239.0,0.0,1379.0,0.0,719.0,315750.0
525,2005.0,2005.0,453.0,1266.0,0.0,38.0,0.0,1257.0,0.0,0.0,176000.0
526,1956.0,2000.0,252.0,928.0,0.0,261.0,0.0,928.0,0.0,377.0,132000.0
527,2008.0,2008.0,858.0,2713.0,268.0,126.0,0.0,1452.0,0.0,1330.0,446261.0
528,1920.0,2002.0,0.0,605.0,0.0,0.0,0.0,528.0,0.0,348.0,86000.0
529,1957.0,1975.0,484.0,2515.0,0.0,0.0,0.0,2035.0,0.0,1219.0,200624.0
530,1988.0,1989.0,600.0,1509.0,219.0,224.0,0.0,1461.0,0.0,783.0,175000.0
531,1920.0,1999.0,502.0,1362.0,0.0,0.0,0.0,611.0,0.0,0.0,128000.0
532,1955.0,2007.0,392.0,827.0,0.0,0.0,0.0,0.0,0.0,0.0,107500.0
533,1946.0,1950.0,0.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,39300.0
534,2004.0,2004.0,403.0,1414.0,0.0,100.0,0.0,707.0,0.0,0.0,178000.0
535,1910.0,1991.0,0.0,1347.0,0.0,85.0,0.0,1117.0,0.0,969.0,107500.0
536,1998.0,1999.0,527.0,1724.0,0.0,120.0,0.0,880.0,0.0,0.0,188000.0
537,1972.0,1972.0,576.0,864.0,0.0,216.0,0.0,864.0,0.0,600.0,111250.0
538,1968.0,1968.0,336.0,1159.0,188.0,466.0,0.0,1051.0,0.0,673.0,158000.0
539,2001.0,2002.0,670.0,1601.0,479.0,180.0,0.0,1581.0,0.0,1358.0,272000.0
540,2006.0,2006.0,765.0,1838.0,584.0,270.0,0.0,1838.0,0.0,1260.0,315000.0
541,2000.0,2000.0,648.0,2285.0,72.0,0.0,0.0,969.0,0.0,0.0,248000.0
542,1998.0,1999.0,583.0,1680.0,0.0,78.0,0.0,1650.0,0.0,144.0,213250.0
543,1998.0,1998.0,367.0,767.0,182.0,120.0,0.0,723.0,0.0,584.0,133000.0
544,2006.0,2006.0,426.0,1496.0,0.0,100.0,0.0,654.0,0.0,554.0,179665.0
545,1988.0,1988.0,786.0,2183.0,178.0,0.0,0.0,1204.0,0.0,1002.0,229000.0
546,1923.0,1950.0,440.0,1635.0,0.0,0.0,0.0,1065.0,0.0,300.0,210000.0
547,1970.0,1970.0,624.0,768.0,0.0,104.0,0.0,768.0,0.0,619.0,129500.0
