Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,Remodeled,Age,Isnew
294,60,RL,,16659,Pave,2,Lvl,AllPub,Corner,2,1,PosA,Norm,1Fam,2Story,7,7,Gable,CompShg,Plywood,Plywood,34.0,1,2,CBlock,1.0,2.0,0.0,4.0,795,1.0,0,0,795,GasA,1,1,SBrkr,795,0,2263,1,0,2,1,3,1,2,9,1,1,Attchd,2.0,539,2.0,2.0,2,0,250,0,0,0,0,0,3,WD,Normal,235000,1,12,0
295,20,RL,80.0,9600,Pave,3,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,HdBoard,HdBoard,238.0,1,2,CBlock,1.0,2.0,0.0,5.0,1285,1.0,0,131,1416,GasA,2,1,SBrkr,0,0,1644,1,0,1,0,3,1,1,7,1,2,Attchd,2.0,418,2.0,2.0,2,110,0,0,0,0,0,0,10,WD,Normal,167000,0,56,0
296,80,RL,37.0,7937,Pave,2,Lvl,AllPub,CulDSac,2,1,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,HdBoard,HdBoard,0.0,1,2,CBlock,1.0,2.0,2.0,5.0,819,1.0,0,184,1003,GasA,2,1,SBrkr,0,0,1003,1,0,1,0,3,1,1,6,1,0,Detchd,0.0,588,2.0,2.0,2,120,0,0,0,0,0,0,3,WD,Normal,142500,0,22,0
297,50,RM,75.0,13710,Pave,3,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,1,2,CBlock,1.0,2.0,0.0,3.0,420,1.0,0,490,910,GasA,2,1,FuseA,648,0,1558,0,0,1,1,4,1,1,6,1,0,Attchd,0.0,282,2.0,2.0,2,289,0,0,0,0,0,0,6,WD,Normal,152000,0,57,0
298,60,FV,66.0,7399,Pave,2,Lvl,AllPub,Inside,2,1,Norm,Norm,1Fam,2Story,7,5,Hip,CompShg,VinylSd,VinylSd,1600.0,2,2,PConc,2.0,2.0,0.0,3.0,649,1.0,0,326,975,GasA,4,1,SBrkr,975,0,1950,0,0,2,1,3,1,2,7,1,1,Detchd,1.0,576,2.0,2.0,2,0,10,0,0,198,0,0,6,WD,Normal,239000,1,9,0
299,60,RL,90.0,11700,Pave,3,Lvl,AllPub,Inside,2,1,Norm,Norm,1Fam,2Story,6,6,Mansard,CompShg,HdBoard,AsphShn,365.0,2,2,CBlock,1.0,2.0,0.0,4.0,384,2.0,175,143,702,GasA,3,1,SBrkr,702,0,1743,0,1,1,2,3,1,1,7,1,1,Attchd,0.0,539,2.0,2.0,2,224,0,0,0,0,0,0,6,WD,Normal,175000,0,39,0
300,20,RL,80.0,14000,Pave,3,Lvl,AllPub,Inside,2,0,Norm,Norm,1Fam,1Story,6,8,Gable,CompShg,HdBoard,HdBoard,0.0,1,3,CBlock,1.0,2.0,0.0,0.0,0,1.0,0,1092,1092,GasA,4,1,SBrkr,0,0,1152,0,1,1,0,3,1,2,6,1,1,Attchd,0.0,300,2.0,2.0,2,0,36,0,0,0,0,0,8,WD,Family,158500,1,5,0
301,190,RL,90.0,15750,Pave,3,Lvl,AllPub,Corner,2,0,Norm,Norm,2fmCon,1Story,5,5,Hip,CompShg,MetalSd,MetalSd,56.0,1,2,CBlock,1.0,2.0,1.0,3.0,841,1.0,0,324,1165,GasA,2,1,SBrkr,0,0,1336,1,0,1,0,2,1,1,5,1,2,Attchd,0.0,375,2.0,2.0,2,0,0,0,0,0,0,0,6,WD,Normal,157000,0,53,0
302,60,RL,66.0,16226,Pave,0,Lvl,AllPub,Inside,2,0,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,0.0,2,2,PConc,2.0,2.0,0.0,5.0,281,1.0,0,747,1028,GasA,4,1,SBrkr,1242,0,2452,0,0,2,1,4,1,2,9,1,1,BuiltIn,2.0,683,2.0,2.0,2,208,50,0,0,0,0,0,5,WD,Normal,267000,1,8,0
303,20,RL,118.0,13704,Pave,2,Lvl,AllPub,Corner,2,0,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,150.0,2,2,PConc,2.0,2.0,0.0,0.0,0,1.0,0,1541,1541,GasA,4,1,SBrkr,0,0,1541,0,0,2,0,3,1,2,6,1,1,Attchd,1.0,843,2.0,2.0,2,468,81,0,0,0,0,0,1,WD,Normal,205000,1,4,0
304,20,RL,70.0,9800,Pave,3,Lvl,AllPub,Corner,2,0,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,VinylSd,VinylSd,0.0,1,2,PConc,1.0,2.0,0.0,4.0,894,1.0,0,0,894,GasA,2,1,SBrkr,0,0,894,1,0,1,0,3,1,1,5,1,0,Attchd,0.0,552,2.0,2.0,2,256,0,0,0,0,0,0,7,WD,Abnorml,149900,0,34,0
305,75,RM,87.0,18386,Pave,3,Lvl,AllPub,Inside,2,1,Norm,Norm,1Fam,2.5Fin,7,9,Gable,CompShg,CemntBd,CmentBd,0.0,1,2,BrkTil,1.0,2.0,0.0,0.0,0,1.0,0,1470,1470,GasA,4,1,SBrkr,1818,0,3493,0,0,3,0,3,1,2,10,1,1,Attchd,0.0,870,2.0,2.0,2,302,0,0,0,0,0,0,5,WD,Normal,295000,1,6,0
306,20,RL,80.0,10386,Pave,3,Lvl,AllPub,Inside,2,0,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,246.0,2,2,PConc,2.0,2.0,0.0,5.0,1464,1.0,0,536,2000,GasA,4,1,SBrkr,0,0,2000,1,0,2,0,3,1,2,8,1,0,Attchd,2.0,888,2.0,2.0,2,168,0,0,0,0,0,0,7,WD,Normal,305900,1,2,0
307,60,RL,116.0,13474,Pave,3,Lvl,AllPub,Inside,2,2,Feedr,Norm,1Fam,2Story,7,5,Gable,CompShg,HdBoard,Plywood,246.0,2,2,CBlock,2.0,2.0,0.0,4.0,700,1.0,0,0,700,GasA,3,1,SBrkr,1121,0,2243,1,0,2,1,4,1,2,8,1,1,Attchd,1.0,746,2.0,2.0,2,127,44,224,0,0,0,0,6,WD,Normal,225000,1,16,0
308,50,RM,,7920,Pave,2,Lvl,AllPub,Inside,2,2,Artery,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,MetalSd,MetalSd,0.0,1,1,CBlock,1.0,2.0,0.0,0.0,0,1.0,0,319,319,GasA,2,1,FuseA,371,0,1406,0,0,1,0,3,1,0,6,1,0,,,0,,,0,0,144,0,0,0,0,0,3,WD,Normal,89500,1,58,0
309,30,RL,,12342,Pave,2,Lvl,AllPub,Inside,2,3,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,VinylSd,VinylSd,0.0,1,2,CBlock,1.0,2.0,0.0,3.0,262,1.0,0,599,861,GasA,4,1,SBrkr,0,0,861,0,0,1,0,1,1,1,4,1,0,Detchd,0.0,539,2.0,2.0,2,158,0,0,0,0,0,0,3,WD,Normal,82500,1,59,0
310,20,RL,90.0,12378,Pave,2,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,1Story,9,5,Gable,CompShg,VinylSd,VinylSd,0.0,2,2,PConc,3.0,2.0,3.0,5.0,1274,1.0,0,622,1896,GasA,4,1,SBrkr,0,0,1944,1,0,2,0,3,1,3,8,1,3,Attchd,2.0,708,2.0,2.0,2,208,175,0,0,0,0,0,11,WD,Normal,360000,1,2,0
311,60,RL,,7685,Pave,2,Lvl,AllPub,Inside,2,3,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,112.0,1,2,PConc,2.0,2.0,0.0,4.0,518,1.0,0,179,697,GasA,3,1,SBrkr,804,0,1501,0,0,2,1,3,1,2,6,1,1,Attchd,2.0,420,2.0,2.0,2,190,63,0,0,0,0,0,5,WD,Normal,165600,1,12,0
312,20,RL,50.0,8000,Pave,3,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,VinylSd,VinylSd,0.0,1,3,CBlock,1.0,2.0,0.0,4.0,680,1.0,0,292,972,GasA,4,1,SBrkr,0,0,972,1,0,1,0,2,1,1,5,1,1,Detchd,0.0,240,2.0,2.0,2,0,0,0,0,0,0,0,5,WD,Normal,132000,1,7,0
313,190,RM,65.0,7800,Pave,3,Lvl,AllPub,Inside,2,1,Artery,Norm,2fmCon,1.5Fin,5,7,Gable,CompShg,MetalSd,MetalSd,0.0,1,2,CBlock,2.0,2.0,1.0,2.0,507,1.0,0,286,793,GasA,2,1,SBrkr,325,0,1118,1,0,1,0,3,1,1,5,1,1,Detchd,0.0,410,2.0,2.0,2,0,0,0,0,271,0,0,5,WD,Normal,119900,1,56,0
314,20,RL,150.0,215245,Pave,0,Low,AllPub,Inside,0,3,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,BrkFace,BrkFace,0.0,1,2,CBlock,2.0,2.0,3.0,4.0,1236,2.0,820,80,2136,GasW,2,1,SBrkr,0,0,2036,2,0,2,0,3,1,1,8,1,2,Attchd,1.0,513,2.0,2.0,2,0,0,0,0,0,0,0,6,WD,Normal,375000,0,44,0
315,70,RM,60.0,9600,Pave,3,Lvl,AllPub,Inside,2,1,Norm,Norm,1Fam,2Story,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,1,2,BrkTil,1.0,3.0,0.0,1.0,16,1.0,0,712,728,GasA,4,1,SBrkr,809,0,1641,0,1,1,1,3,1,3,6,1,1,Detchd,0.0,546,1.0,2.0,2,0,0,234,0,0,0,0,8,WD,Normal,178000,1,16,0
316,60,RL,71.0,7795,Pave,2,Lvl,AllPub,Inside,2,3,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,2,2,PConc,2.0,2.0,0.0,5.0,425,1.0,0,291,716,GasA,4,1,SBrkr,716,0,1432,1,0,2,1,3,1,2,6,1,1,Attchd,2.0,432,2.0,2.0,2,100,51,0,0,0,0,0,7,WD,Normal,188500,1,4,0
317,60,RL,94.0,13005,Pave,2,Lvl,AllPub,Corner,2,1,Norm,Norm,1Fam,2Story,7,7,Gable,CompShg,CemntBd,CmentBd,278.0,2,2,CBlock,2.0,2.0,0.0,5.0,692,1.0,0,153,845,GasA,2,1,SBrkr,1200,0,2353,1,0,2,1,4,1,3,10,1,1,Attchd,1.0,484,2.0,2.0,2,288,195,0,0,0,0,0,8,WD,Normal,260000,0,29,0
318,60,FV,75.0,9000,Pave,3,Lvl,AllPub,Inside,2,1,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,0.0,2,2,PConc,2.0,2.0,2.0,0.0,0,1.0,0,1088,1088,GasA,4,1,SBrkr,871,0,1959,0,0,2,1,3,1,2,8,1,1,Attchd,1.0,1025,2.0,2.0,2,208,46,0,0,0,0,0,12,WD,Normal,270000,0,1,0
319,60,RL,90.0,9900,Pave,3,Low,AllPub,Inside,1,1,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,HdBoard,HdBoard,256.0,2,2,PConc,2.0,2.0,3.0,5.0,987,1.0,0,360,1347,GasA,4,1,SBrkr,1274,0,2646,1,0,2,1,4,1,2,9,1,1,Attchd,1.0,656,2.0,2.0,2,340,60,144,0,0,0,0,4,WD,Normal,260000,0,16,0
320,80,RL,,14115,Pave,3,Lvl,AllPub,Inside,2,1,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,Plywood,Plywood,225.0,1,2,CBlock,2.0,2.0,2.0,5.0,1036,1.0,0,336,1372,GasA,2,1,SBrkr,0,0,1472,1,0,2,0,3,1,1,6,1,2,Attchd,0.0,588,2.0,2.0,2,233,48,0,0,0,0,0,6,WD,Normal,187500,0,29,0
321,60,RL,111.0,16259,Pave,3,Lvl,AllPub,Corner,2,2,Norm,Norm,1Fam,2Story,9,5,Gable,CompShg,VinylSd,VinylSd,370.0,1,2,PConc,3.0,3.0,2.0,0.0,0,1.0,0,1249,1249,GasA,4,1,SBrkr,1347,0,2596,0,0,3,1,4,1,2,9,1,0,Attchd,1.0,840,2.0,2.0,2,240,154,0,0,0,0,0,9,New,Partial,342643,0,0,1
322,60,RL,99.0,12099,Pave,2,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,388.0,2,2,PConc,3.0,2.0,2.0,5.0,970,1.0,0,166,1136,GasA,4,1,SBrkr,1332,0,2468,1,0,2,1,4,1,2,10,1,1,BuiltIn,2.0,872,2.0,2.0,2,184,154,0,0,0,0,0,6,WD,Normal,354000,0,3,0
323,60,RL,86.0,10380,Pave,2,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,Plywood,Plywood,172.0,2,2,CBlock,1.0,2.0,3.0,1.0,28,4.0,1474,0,1502,GasA,4,1,SBrkr,1177,0,2730,1,0,2,1,4,1,2,8,1,1,Attchd,2.0,576,2.0,2.0,2,201,96,0,0,0,0,0,8,WD,Normal,301000,1,20,0
324,20,RM,49.0,5820,Pave,3,Lvl,AllPub,Inside,2,1,Norm,Norm,1Fam,1Story,3,8,Gable,CompShg,VinylSd,VinylSd,0.0,1,3,CBlock,1.0,2.0,0.0,4.0,256,1.0,0,906,1162,GasA,4,1,SBrkr,0,0,1163,1,0,1,0,3,1,1,6,1,0,Attchd,0.0,220,1.0,2.0,2,142,98,0,0,0,0,0,7,WD,Normal,126175,1,1,0
325,80,RL,96.0,11275,Pave,3,Lvl,AllPub,Corner,2,2,PosN,Norm,1Fam,SLvl,7,7,Mansard,WdShake,Wd Sdng,Wd Sdng,300.0,2,3,CBlock,2.0,2.0,0.0,0.0,0,1.0,0,710,710,GasA,4,1,SBrkr,1080,0,2978,0,0,2,1,5,1,2,11,1,1,BuiltIn,2.0,564,2.0,2.0,2,240,0,0,0,0,0,0,6,WD,Normal,242000,1,3,0
326,45,RM,50.0,5000,Pave,3,Lvl,AllPub,Inside,2,2,RRAe,Norm,1Fam,1.5Unf,5,6,Gable,CompShg,MetalSd,MetalSd,0.0,1,2,CBlock,1.0,2.0,2.0,3.0,116,1.0,0,604,720,GasA,0,0,FuseF,0,0,803,0,0,1,0,2,1,1,5,1,0,Detchd,0.0,360,2.0,2.0,2,0,0,244,0,0,0,0,12,WD,Normal,87000,1,57,0
327,120,RL,32.0,10846,Pave,2,Lvl,AllPub,CulDSac,2,0,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,BrkFace,BrkFace,0.0,2,2,PConc,2.0,2.0,3.0,5.0,1619,1.0,0,100,1719,GasA,4,1,SBrkr,0,0,1719,2,0,1,1,1,1,2,6,1,2,Attchd,2.0,473,2.0,2.0,2,122,30,0,0,0,0,0,5,Con,Normal,324000,0,15,0
328,20,RL,80.0,11600,Pave,3,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,Wd Sdng,Wd Sdng,175.0,1,2,CBlock,1.0,2.0,0.0,2.0,565,1.0,0,818,1383,GasA,2,1,SBrkr,0,0,1383,0,0,1,1,3,1,1,7,1,0,Attchd,1.0,292,2.0,2.0,2,0,45,0,0,0,0,0,4,WD,Normal,145250,0,46,0
329,75,RL,,11888,Pave,2,Bnk,AllPub,Inside,2,1,PosN,Norm,1Fam,2.5Unf,6,6,Gable,CompShg,Wd Sdng,Wd Shng,0.0,1,2,BrkTil,1.0,2.0,0.0,0.0,0,1.0,0,844,844,GasA,3,0,FuseA,689,0,2134,0,0,2,0,5,1,2,10,1,0,Detchd,0.0,441,2.0,2.0,2,0,60,268,0,0,0,0,7,WD,Normal,214500,1,15,0
330,70,RM,60.0,6402,Pave,3,Lvl,AllPub,Corner,2,2,Norm,Norm,1Fam,2Story,5,5,Gable,CompShg,Wd Sdng,Wd Shng,0.0,1,2,PConc,1.0,2.0,1.0,0.0,0,1.0,0,596,596,GasA,2,0,SBrkr,596,0,1192,0,0,1,0,3,1,1,6,1,0,Detchd,0.0,189,1.0,1.0,0,0,0,137,0,0,0,0,7,WD,Normal,78000,1,59,0
331,90,RL,,10624,Pave,2,Lvl,AllPub,Inside,2,2,Norm,Norm,Duplex,1Story,5,4,Gable,CompShg,HdBoard,HdBoard,84.0,1,2,CBlock,1.0,2.0,0.0,5.0,40,2.0,264,1424,1728,GasA,2,1,SBrkr,0,0,1728,0,1,2,0,6,2,1,10,1,0,Detchd,0.0,352,2.0,2.0,2,155,0,0,0,0,0,0,11,WD,Normal,119000,0,43,0
332,20,RL,70.0,8176,Pave,3,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,1,2,CBlock,1.0,2.0,0.0,2.0,846,1.0,0,210,1056,GasA,1,1,SBrkr,0,0,1056,1,0,1,0,3,1,1,6,1,0,Attchd,1.0,308,2.0,2.0,2,0,0,0,0,0,0,0,8,WD,Normal,139000,1,15,0
333,20,RL,85.0,10655,Pave,2,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,296.0,2,2,PConc,2.0,2.0,0.0,5.0,1124,,479,1603,3206,GasA,4,1,SBrkr,0,0,1629,1,0,2,0,3,1,2,7,1,1,Attchd,1.0,880,2.0,2.0,2,0,0,0,0,0,0,0,10,WD,Normal,284000,1,5,0
334,120,RM,59.0,8198,Pave,3,Lvl,AllPub,FR3,2,2,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,146.0,2,2,PConc,2.0,2.0,2.0,5.0,720,1.0,0,638,1358,GasA,4,1,SBrkr,0,0,1358,1,0,2,0,2,1,2,6,1,1,Attchd,1.0,484,2.0,2.0,2,192,30,0,0,0,0,0,7,WD,Normal,207000,0,4,0
335,60,RL,59.0,9042,Pave,2,Lvl,AllPub,Inside,2,3,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,0.0,1,2,PConc,2.0,2.0,3.0,5.0,828,1.0,0,115,943,GasA,3,1,SBrkr,695,0,1638,1,0,2,1,3,1,1,7,1,2,Attchd,2.0,472,2.0,2.0,2,100,38,0,0,0,0,0,7,WD,Normal,192000,0,10,0
336,190,RL,,164660,Grvl,2,HLS,AllPub,Corner,0,3,Norm,Norm,2fmCon,1.5Fin,5,6,Gable,CompShg,Plywood,Plywood,0.0,1,2,CBlock,1.0,2.0,3.0,4.0,1249,3.0,147,103,1499,GasA,4,1,SBrkr,167,0,1786,2,0,2,0,3,1,1,7,1,2,Attchd,2.0,529,2.0,2.0,2,670,0,0,0,0,0,700,8,WD,Normal,228950,0,43,0
337,20,RL,86.0,14157,Pave,2,HLS,AllPub,Corner,2,3,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,VinylSd,VinylSd,200.0,2,2,PConc,3.0,2.0,3.0,5.0,1249,1.0,0,673,1922,GasA,4,1,SBrkr,0,0,1922,1,0,2,0,3,1,2,8,1,1,Attchd,2.0,676,2.0,2.0,2,178,51,0,0,0,0,0,7,WD,Normal,377426,1,1,0
338,20,RL,70.0,9135,Pave,3,Lvl,AllPub,Inside,2,0,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,113.0,2,2,PConc,2.0,2.0,2.0,5.0,810,1.0,0,726,1536,GasA,4,1,SBrkr,0,0,1536,1,0,2,0,3,1,2,7,1,0,Attchd,1.0,532,2.0,2.0,2,192,74,0,0,0,0,0,12,WD,Normal,214000,1,5,0
339,20,RL,91.0,14145,Pave,3,Lvl,AllPub,Corner,2,1,Norm,Norm,1Fam,1Story,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,2,2,CBlock,2.0,2.0,1.0,4.0,213,1.0,0,995,1208,GasA,4,1,SBrkr,0,0,1621,1,0,2,0,3,1,2,8,1,0,Attchd,1.0,440,2.0,2.0,2,108,45,0,0,0,0,400,5,WD,Normal,202500,1,8,0
340,20,RL,66.0,12400,Pave,2,Lvl,AllPub,Inside,2,2,Feedr,Norm,1Fam,1Story,6,7,Hip,CompShg,Wd Sdng,Wd Sdng,176.0,1,2,CBlock,1.0,1.0,0.0,2.0,585,1.0,0,630,1215,GasA,2,1,FuseA,0,0,1215,0,0,1,0,3,1,1,6,1,0,Attchd,0.0,297,2.0,2.0,2,0,0,0,0,234,0,0,6,WD,Normal,155000,1,11,0
341,60,RL,85.0,14191,Pave,3,Lvl,AllPub,Inside,2,3,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,0.0,2,2,PConc,2.0,2.0,0.0,0.0,0,1.0,0,967,967,GasA,4,1,SBrkr,915,0,1908,0,0,2,1,4,1,2,9,1,0,Attchd,2.0,431,2.0,2.0,2,135,0,0,0,0,0,0,4,WD,Normal,202900,0,8,0
342,20,RH,60.0,8400,Pave,3,Lvl,AllPub,Inside,2,2,Feedr,Norm,1Fam,1Story,4,4,Gable,CompShg,Wd Sdng,AsbShng,0.0,0,1,CBlock,1.0,1.0,0.0,0.0,0,1.0,0,721,721,GasA,3,1,SBrkr,0,0,841,0,0,1,0,2,1,1,4,1,0,CarPort,0.0,294,2.0,2.0,0,250,0,24,0,0,0,0,9,WD,Normal,82000,0,59,0
343,90,RL,,8544,Pave,3,Lvl,AllPub,Inside,2,2,Norm,Norm,Duplex,1Story,3,4,Gable,CompShg,Stucco,Stucco,340.0,1,2,Slab,,,,,0,,0,0,0,Wall,1,0,FuseA,0,0,1040,0,0,2,0,2,2,1,6,1,0,Detchd,0.0,400,2.0,2.0,2,0,0,0,0,0,0,0,5,WD,Normal,87500,1,56,0
344,120,RL,63.0,8849,Pave,2,Lvl,AllPub,Inside,2,2,Norm,Norm,TwnhsE,1Story,9,5,Hip,CompShg,MetalSd,MetalSd,616.0,3,2,PConc,3.0,2.0,0.0,5.0,28,1.0,0,1656,1684,GasA,4,1,SBrkr,0,0,1684,0,0,2,0,2,1,3,6,1,1,Attchd,1.0,564,2.0,2.0,2,495,72,0,0,0,0,0,7,WD,Normal,266000,0,3,0
345,160,RM,36.0,2592,Pave,3,Lvl,AllPub,Inside,2,2,Norm,Norm,TwnhsE,2Story,5,3,Gable,CompShg,CemntBd,CmentBd,0.0,1,2,CBlock,2.0,2.0,0.0,2.0,129,3.0,232,175,536,GasA,2,1,SBrkr,576,0,1112,0,0,1,1,3,1,1,4,1,0,Attchd,0.0,336,2.0,2.0,2,182,0,0,0,0,0,0,4,WD,Normal,85000,0,34,0
346,50,RL,65.0,6435,Pave,3,Lvl,AllPub,Inside,2,1,RRAn,Norm,1Fam,1.5Fin,6,5,Gable,CompShg,MetalSd,MetalSd,0.0,1,2,BrkTil,1.0,2.0,0.0,0.0,0,1.0,0,972,972,GasA,3,1,SBrkr,605,0,1577,0,0,1,0,3,1,0,6,1,1,Detchd,0.0,312,2.0,2.0,2,0,0,0,0,0,0,0,10,WD,Normal,140200,1,56,0
347,20,RL,,12772,Pave,2,Lvl,AllPub,CulDSac,2,2,Norm,Norm,1Fam,1Story,6,8,Hip,CompShg,MetalSd,MetalSd,0.0,1,3,CBlock,1.0,2.0,1.0,3.0,498,1.0,0,460,958,GasA,2,1,SBrkr,0,0,958,0,0,1,0,2,1,1,5,1,0,Attchd,1.0,301,2.0,2.0,2,0,0,0,0,0,0,15500,4,WD,Normal,151500,1,9,0
348,20,RL,,17600,Pave,2,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,30.0,1,2,CBlock,1.0,2.0,0.0,3.0,1270,1.0,0,208,1478,GasA,4,1,FuseA,0,0,1478,1,0,2,0,3,1,1,6,1,2,Attchd,0.0,498,2.0,2.0,2,0,40,0,0,0,0,0,12,WD,Normal,157500,0,49,0
349,160,RL,36.0,2448,Pave,3,Lvl,AllPub,Inside,2,2,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,VinylSd,Wd Shng,106.0,2,2,PConc,2.0,2.0,0.0,5.0,573,1.0,0,191,764,GasA,4,1,SBrkr,862,0,1626,1,0,2,1,2,1,2,6,1,0,BuiltIn,1.0,474,2.0,2.0,2,0,27,0,0,0,0,0,10,WD,Normal,154000,1,4,0
350,60,RL,56.0,20431,Pave,1,Lvl,AllPub,Inside,2,2,Norm,Norm,1Fam,2Story,9,5,Hip,CompShg,CemntBd,CmentBd,870.0,3,2,PConc,3.0,2.0,0.0,5.0,1410,1.0,0,438,1848,GasA,4,1,SBrkr,880,0,2728,1,0,2,1,4,1,3,10,1,2,Attchd,2.0,706,2.0,2.0,2,0,0,0,0,0,0,0,4,New,Partial,437154,1,0,0
351,120,RL,68.0,7820,Pave,2,Lvl,AllPub,Inside,2,2,Norm,Norm,TwnhsE,1Story,9,5,Hip,CompShg,MetalSd,MetalSd,362.0,3,2,PConc,3.0,2.0,0.0,0.0,0,1.0,0,1869,1869,GasA,4,1,SBrkr,0,0,1869,0,0,2,0,2,1,3,6,1,1,Attchd,1.0,617,2.0,2.0,2,210,54,0,0,0,0,0,12,New,Partial,318061,0,0,1
352,120,RL,,5271,Pave,2,Low,AllPub,Inside,1,3,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,1,2,PConc,2.0,2.0,3.0,5.0,1082,1.0,0,371,1453,GasA,3,1,SBrkr,0,0,1453,1,0,1,1,2,1,2,6,1,1,Attchd,1.0,445,2.0,2.0,2,0,80,0,0,184,0,0,12,WD,Abnorml,190000,0,20,0
353,50,RL,60.0,9084,Pave,3,Lvl,AllPub,Inside,2,3,Artery,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,VinylSd,VinylSd,0.0,1,2,CBlock,1.0,1.0,1.0,1.0,236,2.0,380,0,616,GasA,2,0,SBrkr,495,0,1111,0,1,1,0,3,1,1,5,1,0,Detchd,0.0,200,2.0,1.0,2,48,0,0,0,0,0,0,3,ConLw,Normal,95000,1,58,0
354,30,RM,60.0,8520,Pave,3,Lvl,AllPub,Inside,2,1,Norm,Norm,1Fam,1Story,6,8,Gable,CompShg,VinylSd,VinylSd,0.0,1,3,BrkTil,1.0,2.0,0.0,0.0,0,1.0,0,624,624,GasA,3,1,SBrkr,0,0,720,0,0,1,0,2,1,1,5,1,0,Detchd,0.0,484,2.0,2.0,2,106,0,0,0,0,0,0,5,WD,Normal,105900,1,7,0
355,50,RL,60.0,8400,Pave,3,Bnk,AllPub,Inside,2,3,Norm,Norm,1Fam,1.5Fin,6,5,Gable,CompShg,Wd Sdng,MetalSd,0.0,1,2,CBlock,1.0,2.0,0.0,1.0,388,1.0,0,552,940,GasA,4,1,SBrkr,403,0,1595,0,0,1,0,2,1,1,6,1,2,Attchd,0.0,240,2.0,2.0,2,0,0,108,0,0,0,0,6,WD,Normal,140000,1,6,0
