Id,LotArea,MasVnrArea,BsmtFinSF1,TotalBsmtSF,2ndFlrSF,GrLivArea,GarageArea,WoodDeckSF,SalePrice
541,14601,584.0,1260,1838,0,1838,765,270,315000
542,11000,72.0,0,969,1288,2285,648,0,248000
543,10140,0.0,144,1650,0,1680,583,78,213250
544,4058,182.0,584,723,0,767,367,120,133000
545,17104,0.0,554,654,832,1496,426,100,179665
546,13837,178.0,1002,1204,806,2183,786,0,229000
547,8737,0.0,300,1065,720,1635,440,0,210000
548,7244,0.0,619,768,0,768,624,104,129500
549,8235,0.0,180,825,0,825,720,140,125000
550,9375,0.0,0,912,1182,2094,615,182,263000
551,4043,0.0,559,1069,0,1069,440,0,140000
552,6000,0.0,308,928,0,928,288,0,112500
553,11146,250.0,0,1709,0,1717,908,169,255500
554,8777,0.0,0,0,0,1126,520,0,108000
555,10625,292.0,866,998,1040,2046,871,320,284000
556,6380,0.0,0,993,0,1048,280,0,113000
557,14850,0.0,895,1092,0,1092,299,268,141000
558,11040,0.0,637,637,439,1336,570,0,108000
559,21872,0.0,604,729,717,1446,406,264,175000
560,3196,18.0,0,1374,0,1557,420,143,234000
561,11341,180.0,1302,1392,0,1392,528,0,121500
562,10010,0.0,1071,1389,0,1389,418,240,170000
563,13907,0.0,290,996,0,996,0,144,108000
564,21780,0.0,0,1163,511,1674,396,72,185000
565,13346,0.0,728,1095,1129,2295,590,0,268000
566,6858,0.0,0,806,806,1647,216,0,128000
567,11198,245.0,0,1122,1370,2504,656,144,325000
568,10171,168.0,2,1517,0,1535,532,0,214000
569,12327,0.0,1441,1496,636,2132,612,349,316600
570,7032,0.0,943,943,0,943,600,42,135960
571,13101,108.0,231,1728,0,1728,576,0,142600
572,7332,207.0,414,864,0,864,288,168,120000
573,13159,0.0,0,846,846,1692,650,208,224500
574,9967,0.0,0,384,656,1430,400,100,170000
575,10500,82.0,349,372,533,1109,288,35,139000
576,8480,0.0,442,832,384,1216,336,158,118500
577,6292,0.0,0,861,600,1477,216,0,145000
578,11777,97.0,328,1164,0,1320,564,160,164500
579,3604,0.0,0,689,689,1392,540,0,146000
580,12150,335.0,0,1050,745,1795,352,0,131500
581,14585,85.0,594,1144,0,1429,572,216,181900
582,12704,306.0,0,2042,0,2042,1390,0,253293
583,11841,104.0,816,816,0,816,0,0,118500
584,13500,0.0,0,1237,1254,2775,880,105,325000
585,6120,0.0,0,884,584,1573,240,0,133000
586,11443,208.0,1460,1868,0,2028,880,326,369900
587,10267,0.0,210,816,0,838,275,0,130000
588,8740,0.0,672,840,0,860,528,0,137000
589,25095,0.0,1324,1437,0,1473,452,0,143000
590,9100,0.0,0,742,0,935,308,0,79500
591,8320,0.0,490,770,812,1582,520,0,185900
592,13478,420.0,1338,1722,568,2296,842,382,451950
593,6600,0.0,816,816,0,816,816,0,138000
594,4435,170.0,685,848,0,848,420,140,140000
595,7990,0.0,0,924,0,924,280,0,110000
596,11302,238.0,1422,1814,0,1826,758,180,319000
597,3600,0.0,0,684,684,1368,216,0,114504
598,3922,72.0,0,1258,0,1402,648,120,194201
599,12984,459.0,1283,1430,0,1647,621,0,217500
600,1950,0.0,81,716,840,1556,452,161,151000
601,10927,280.0,546,1058,846,1904,736,179,275000
602,9000,0.0,0,780,595,1375,544,0,141000
603,10041,0.0,789,908,988,1915,506,120,220000
604,3182,0.0,0,600,600,1200,480,0,151000
605,12803,99.0,922,1494,0,1494,530,192,221000
606,13600,176.0,454,768,800,1986,486,0,205000
607,12464,0.0,732,1040,0,1040,576,168,152000
608,7800,0.0,603,896,896,2008,230,103,225000
609,12168,0.0,428,965,1254,3194,380,0,359100
610,7943,192.0,903,1029,0,1029,261,64,118500
611,11050,204.0,904,1440,677,2153,736,253,313000
612,10395,233.0,605,1032,0,1032,564,0,148000
613,11885,108.0,990,1299,573,1872,531,160,261500
614,8402,0.0,206,1120,0,1120,0,0,147000
615,1491,0.0,150,630,0,630,0,96,75500
616,8800,156.0,763,936,0,1054,480,120,137500
617,7861,0.0,457,783,702,1509,393,100,183200
618,7227,0.0,0,832,0,832,528,0,105500
619,11694,452.0,48,1822,0,1828,774,0,314813
620,12244,226.0,871,1482,780,2262,749,168,305000
621,8248,0.0,41,864,0,864,0,0,67000
622,10800,0.0,956,1522,1066,2614,624,38,240000
623,7064,153.0,560,980,0,980,484,192,135000
624,2117,513.0,420,756,756,1512,440,0,168500
625,10400,288.0,247,732,778,1790,484,148,165150
626,10000,261.0,0,1116,0,1116,440,0,160000
627,12342,0.0,0,978,0,1422,286,0,139900
628,9600,164.0,674,1156,0,1520,364,0,153000
629,11606,192.0,650,1040,1040,2080,504,335,135000
630,9020,259.0,624,1248,0,1350,520,176,168500
631,9000,0.0,0,636,661,1750,240,0,124000
632,4590,108.0,24,1554,0,1554,627,156,209500
633,11900,209.0,822,1386,0,1411,544,192,82500
634,9250,0.0,480,1056,0,1056,260,390,139400
635,6979,0.0,1056,1056,0,1056,576,264,144000
636,10896,0.0,256,1440,1440,3395,0,0,200000
637,6120,0.0,0,264,0,800,0,0,60000
638,6000,0.0,0,811,576,1387,256,0,93000
639,8777,0.0,0,796,0,796,0,328,85000
640,3982,0.0,1154,1520,0,1567,648,312,264561
641,12677,472.0,1218,1518,0,1518,588,185,274000
642,7050,0.0,738,1057,872,1929,650,0,226000
643,13860,0.0,1410,1952,704,2704,538,269,345000
644,10793,263.0,493,780,840,1620,462,208,152000
645,9187,162.0,1121,1766,0,1766,478,195,370878
646,10530,0.0,282,981,0,981,576,0,143250
647,7200,0.0,0,0,0,1048,420,0,98300
648,10452,216.0,500,1094,0,1094,495,0,155000
649,7700,351.0,0,756,788,1839,442,0,155000
650,1936,0.0,131,630,0,630,0,0,84500
651,8125,103.68526170798899,0,813,843,1665,562,0,205950
652,9084,0.0,0,755,755,1510,296,120,108000
653,8750,0.0,0,880,807,1716,512,0,191000
654,10320,0.0,0,756,713,1469,216,57,135000
655,10437,660.0,1696,2109,0,2113,839,236,350000
656,1680,381.0,0,525,567,1092,264,0,88000
657,10007,54.0,806,1053,0,1053,312,0,145500
658,7200,0.0,0,776,651,1502,270,0,149000
659,17503,0.0,0,912,546,1458,330,192,97500
660,9937,0.0,637,1486,0,1486,480,0,167000
661,12384,233.0,0,793,793,1935,550,0,197900
662,46589,528.0,1361,1629,762,2448,711,517,402000
663,13560,216.0,0,1392,0,1392,576,0,110000
664,10012,0.0,920,1138,0,1181,588,0,137500
665,20896,0.0,1721,2077,0,2097,1134,192,423000
666,11194,40.0,0,1406,482,1936,504,188,230500
667,18450,113.0,187,1021,915,2380,596,0,129000
668,8125,258.0,1138,1408,0,1679,575,224,193500
669,14175,0.0,988,1188,0,1437,576,304,168000
670,11600,0.0,0,700,0,1180,252,0,137500
671,8633,0.0,193,738,738,1476,540,100,173500
672,6629,0.0,551,672,672,1369,300,147,103600
673,11250,0.0,767,1208,0,1208,546,198,165000
674,14442,106.0,1186,1477,0,1839,416,0,257500
675,9200,0.0,892,1136,0,1136,384,426,140000
676,2289,0.0,311,855,586,1441,440,28,148500
677,9600,0.0,0,1095,679,1774,779,0,87000
678,9022,0.0,0,768,0,792,240,316,109500
679,11844,464.0,0,2046,0,2046,834,322,372500
680,9945,57.0,827,988,0,988,572,0,128500
681,8012,0.0,543,923,0,923,264,80,143000
682,4500,0.0,182,793,672,1520,281,0,159434
683,2887,0.0,1003,1291,0,1291,431,307,173000
684,11248,215.0,1059,1626,0,1668,702,257,285000
685,16770,30.0,0,1195,644,1839,486,0,221000
686,5062,0.0,828,1190,900,2090,577,219,207500
687,10207,0.0,0,874,887,1761,578,144,227875
688,5105,0.0,239,551,551,1102,480,0,148800
689,8089,0.0,945,1419,0,1419,567,140,392000
690,7577,256.0,20,1362,0,1362,460,192,194700
691,4426,147.0,697,848,0,848,420,149,141000
692,21535,1170.0,1455,2444,1872,4316,832,382,755000
693,26178,293.0,965,1210,1281,2519,628,320,335000
694,5400,0.0,0,1073,0,1073,326,0,108480
695,6120,0.0,0,927,472,1539,576,112,141500
696,13811,72.0,980,1112,0,1137,551,125,176000
697,6000,0.0,616,616,0,616,205,0,89000
698,6420,0.0,210,980,0,1148,308,0,123500
699,8450,0.0,553,894,0,894,336,416,138500
700,4282,0.0,16,1391,0,1391,530,156,196000
701,14331,630.0,1274,1800,0,1800,765,270,312500
702,9600,168.0,0,1164,0,1164,528,0,140000
703,12438,466.0,0,1234,1312,2576,666,324,361919
704,7630,0.0,0,360,780,1812,672,344,140000
705,8400,109.0,712,1473,0,1484,606,0,213000
706,5600,0.0,0,0,720,1092,0,0,55000
707,115149,351.0,1219,1643,0,1824,739,380,302000
708,6240,176.0,863,1324,0,1324,550,192,254000
709,9018,0.0,0,728,728,1456,400,100,179540
710,7162,41.0,0,876,0,904,408,0,109900
711,4130,0.0,0,270,0,729,0,0,52000
712,8712,0.0,0,859,319,1178,384,68,102776
713,4671,0.0,767,1228,0,1228,472,168,189000
714,9873,160.0,789,960,0,960,576,0,129000
715,13517,289.0,533,725,754,1479,475,0,130500
716,10140,174.0,0,1064,0,1350,478,0,165000
717,10800,0.0,0,718,978,2554,704,0,159500
718,10000,0.0,1084,1176,0,1178,439,224,157000
719,10542,651.0,1173,1311,1093,2418,983,250,341000
720,9920,0.0,523,971,0,971,300,0,128500
721,6563,0.0,1148,1742,0,1742,564,114,275000
722,4426,169.0,662,848,0,848,420,160,143000
723,8120,0.0,191,864,0,864,463,0,124500
724,8172,0.0,0,941,473,1470,548,0,135000
725,13286,340.0,1234,1698,0,1698,768,327,320000
726,6960,0.0,375,864,0,864,660,96,120500
727,21695,260.0,808,880,0,1680,540,292,222000
728,7314,82.0,724,1232,0,1232,632,132,194500
729,11475,95.0,0,1584,0,1776,888,0,110000
730,6240,0.0,152,780,0,1208,539,0,103000
731,5389,0.0,1180,1595,0,1616,608,237,236500
732,9590,442.0,786,868,0,1146,438,160,187500
733,11404,202.0,252,1153,878,2031,541,192,222500
734,10000,0.0,594,864,0,1144,264,165,131400
735,8978,0.0,0,948,0,948,300,147,108000
736,10800,0.0,390,880,888,1768,320,0,163000
737,8544,0.0,0,0,0,1040,400,0,93500
738,10463,0.0,0,893,900,1801,800,0,239900
739,10800,0.0,1200,1200,0,1200,0,120,179000
740,9313,0.0,0,864,864,1728,572,187,190000
741,9600,0.0,0,264,664,1432,360,270,132000
742,6768,0.0,832,912,0,912,288,168,142000
743,8450,108.0,0,1349,0,1349,539,120,179000
744,12886,0.0,444,520,0,1464,480,302,175000
745,5395,0.0,733,1337,0,1337,462,96,180000
746,8963,289.0,575,1142,1540,2715,831,0,299800
747,8795,0.0,300,952,1276,2256,554,224,236000
748,11700,0.0,0,1240,1320,2640,864,181,265979
749,10593,338.0,919,1720,0,1720,527,240,260400
750,8405,0.0,0,0,441,1529,240,92,98000
751,8800,0.0,0,576,348,1140,0,0,96500
752,7750,0.0,0,660,660,1320,400,0,162000
753,9236,0.0,1200,1479,0,1494,576,168,217000
754,10240,178.0,0,1030,1060,2098,878,192,275500
755,7930,0.0,439,1026,0,1026,440,171,156000
756,3230,894.0,381,729,729,1471,440,0,172500
757,10769,0.0,20,866,902,1768,578,144,212000
758,11616,328.0,438,672,714,1386,440,335,158900
759,2280,360.0,549,744,744,1501,440,0,179400
760,12257,513.0,56,1318,1203,2531,752,222,290000
761,9100,0.0,612,864,0,864,300,0,127500
762,6911,0.0,405,1145,0,1301,440,0,100000
763,8640,0.0,24,756,783,1547,614,169,215200
764,9430,673.0,1163,1252,1097,2365,856,0,337000
765,9549,0.0,437,1494,0,1494,481,0,270000
766,14587,284.0,0,1498,0,1506,592,0,264132
767,10421,42.0,394,980,734,1714,496,228,196500
768,12508,0.0,660,983,767,1750,423,245,160000
769,9100,0.0,24,1860,0,1836,484,120,216837
770,53504,603.0,1416,1650,1589,3279,841,503,538000
771,7252,0.0,685,858,0,858,576,120,134900
772,8877,0.0,836,836,0,1220,396,0,102000
773,7819,0.0,422,1029,0,1117,672,144,107000
774,10150,1.0,456,912,0,912,275,0,114500
775,14226,375.0,0,1935,0,1973,895,315,395000
776,4500,320.0,866,1204,0,1204,412,0,162000
777,11210,240.0,20,1614,0,1614,865,144,221500
778,13350,0.0,762,864,0,894,440,241,142500
779,8400,320.0,0,0,0,2020,630,0,144000
780,10530,90.0,975,975,0,1004,504,0,135000
781,7875,38.0,0,1237,0,1253,402,220,176000
782,7153,0.0,387,761,793,1603,484,0,175900
783,16285,0.0,0,1413,0,1430,605,0,187100
784,9101,104.0,1097,1097,0,1110,602,303,165500
785,6300,0.0,0,742,742,1484,0,0,128000
786,9790,0.0,251,1372,0,1342,457,0,161500
787,10800,0.0,686,686,686,1652,416,0,139000
788,10142,0.0,656,956,1128,2084,618,0,233000
789,6000,0.0,0,901,0,901,281,0,107900
790,12205,157.0,568,832,1111,2087,444,133,187500
791,3182,11.0,16,1145,0,1145,397,100,160200
792,11333,0.0,539,1029,0,1062,539,120,146800
793,9920,0.0,862,1117,886,2013,455,180,269790
794,9158,140.0,0,1496,0,1496,474,168,225000
795,10832,0.0,0,712,809,1895,409,143,194500
796,8400,130.0,0,650,676,1564,476,0,171000
797,8197,148.0,0,660,0,1285,528,138,143500
798,7677,0.0,570,773,0,773,240,0,110000
799,13518,860.0,0,1926,1174,3140,820,144,485000
800,7200,252.0,569,731,787,1768,240,0,175000
801,12798,0.0,462,616,1072,1688,603,403,200000
802,4800,0.0,197,1196,0,1196,440,0,109900
803,8199,0.0,648,728,728,1456,410,36,189000
804,13891,424.0,0,1734,1088,2822,1020,52,582933
805,9000,0.0,812,936,0,1128,286,0,118000
806,12274,256.0,0,1417,0,1428,554,0,227680
807,9750,0.0,400,980,0,980,384,68,135500
808,21384,0.0,1309,1324,504,1576,528,0,223500
809,13400,1047.0,516,1024,0,1086,484,0,159950
810,8100,0.0,0,849,1063,2138,360,40,106000
811,10140,99.0,663,1040,0,1309,484,265,181000
812,4438,169.0,662,848,0,848,420,140,144500
813,8712,0.0,0,540,0,1044,504,0,55993
814,9750,243.0,608,1442,0,1442,301,0,157900
815,8248,0.0,0,686,564,1250,280,207,116000
816,12137,442.0,0,1649,0,1661,598,0,224900
817,11425,0.0,486,1008,0,1008,275,0,137000
818,13265,148.0,1218,1568,0,1689,857,150,271000
819,8816,80.0,504,1010,0,1052,440,0,155000
820,6371,128.0,733,1358,0,1358,484,192,224000
821,7226,0.0,0,798,842,1640,595,0,183000
822,6000,0.0,0,936,0,936,576,0,93000
823,12394,0.0,0,847,886,1733,433,100,225000
824,9900,0.0,0,778,545,1489,240,335,139500
825,11216,0.0,0,1489,0,1489,776,0,232600
826,14803,816.0,1636,2078,0,2084,1220,188,385000
827,6130,0.0,784,784,0,784,0,0,109500
828,8529,0.0,20,1454,0,1434,527,290,189000
829,28698,0.0,249,1013,966,2126,538,486,185000
830,2544,0.0,0,600,623,1223,480,0,147400
831,11900,387.0,1040,1392,0,1392,458,0,166000
832,3180,0.0,0,600,600,1200,480,0,151000
833,9548,223.0,483,941,888,1829,613,192,237000
834,10004,180.0,196,1516,0,1516,472,0,167000
835,7875,136.0,572,1144,0,1144,456,0,139950
836,9600,0.0,442,1067,0,1067,436,290,128000
837,8100,0.0,338,1559,0,1559,812,0,153500
838,1680,158.0,330,483,504,987,264,0,100000
839,9525,0.0,0,1099,0,1099,352,278,144000
840,11767,0.0,352,768,432,1200,240,0,130500
841,12155,0.0,156,672,672,1482,400,0,140000
842,10440,0.0,0,650,581,1539,686,70,157500
843,9020,183.0,312,1127,0,1165,490,0,174900
844,8000,0.0,0,1800,0,1800,0,0,141000
845,12665,0.0,0,876,540,1416,720,418,153900
846,16647,0.0,1390,1390,0,1701,611,0,171000
847,9317,137.0,513,740,769,1775,425,234,213000
848,15523,0.0,460,864,0,864,338,0,133500
849,45600,0.0,0,907,1051,2358,360,486,240000
850,9600,360.0,0,528,761,1855,512,113,187000
851,4435,170.0,659,848,0,848,420,140,131500
852,3196,40.0,0,1273,0,1456,400,143,215000
853,7128,0.0,364,918,728,1646,240,0,164000
854,12095,115.0,564,1127,0,1445,645,180,158000
855,17920,0.0,306,1763,0,1779,454,0,170000
856,6897,0.0,659,1040,0,1040,260,0,127000
857,10970,0.0,505,940,0,1026,576,0,147000
858,8125,0.0,0,702,779,1481,343,0,174000
859,10400,189.0,0,1090,0,1370,479,0,152000
860,11029,220.0,619,1054,1142,2654,619,0,250000
861,7642,0.0,0,912,514,1426,216,0,189950
862,11625,0.0,841,1039,0,1039,504,0,131500
863,9672,0.0,338,1040,0,1097,480,0,152000
864,7931,0.0,1148,1148,0,1148,672,0,132500
865,8640,0.0,0,1372,0,1372,529,0,250580
866,8750,76.0,828,1002,0,1002,902,0,148500
867,10656,274.0,0,1638,0,1646,870,192,248900
868,6970,0.0,932,1040,0,1120,544,168,129000
869,14762,0.0,0,0,720,2320,672,120,169000
870,9938,246.0,750,1050,887,1949,574,156,236000
871,6600,0.0,0,894,0,894,308,0,109500
872,8750,116.0,505,804,878,1682,523,0,200500
873,8892,0.0,0,105,0,910,414,196,116000
874,12144,0.0,375,832,0,1268,288,0,133000
875,5720,0.0,0,676,455,1131,200,26,66500
876,9000,0.0,64,1184,1426,2610,550,208,303477
877,25286,0.0,633,1064,0,1040,648,0,132250
878,8834,216.0,1170,1462,762,2224,738,184,350000
879,11782,0.0,899,1109,0,1155,576,192,148000
880,7000,90.0,646,864,0,864,336,0,136500
881,7024,0.0,980,1090,0,1090,450,0,157000
882,13758,117.0,902,1156,530,1717,400,168,187500
883,9636,0.0,0,808,785,1593,389,342,178000
884,6204,0.0,0,795,795,2230,440,0,118500
885,7150,60.0,432,892,0,892,288,0,100000
886,5119,60.0,1238,1698,0,1709,506,97,328900
887,8393,122.0,528,1626,0,1712,588,272,145000
888,16466,0.0,0,816,521,1393,300,121,135500
889,15865,0.0,351,2217,0,2217,621,81,268000
890,12160,90.0,1024,1505,0,1505,505,0,149500
891,8064,0.0,0,672,252,924,576,0,122900
892,11184,92.0,226,918,765,1683,440,243,172500
893,8414,0.0,663,1059,0,1068,264,192,154500
894,13284,0.0,1064,1383,0,1383,354,511,165000
895,7018,0.0,0,0,0,1535,400,0,118858
896,7056,415.0,400,780,813,1796,483,0,140000
897,8765,0.0,285,951,0,951,327,0,106500
898,7018,0.0,0,0,1120,2240,528,154,142953
899,12919,760.0,2188,2330,0,2364,820,0,611657
900,6993,0.0,465,912,0,1236,288,0,135000
901,7340,0.0,322,858,0,858,684,0,110000
902,8712,0.0,860,992,0,1306,756,0,153000
903,7875,0.0,0,783,702,1509,393,0,180000
904,14859,27.0,0,1670,0,1670,690,144,240000
905,6173,75.0,599,876,0,902,288,0,125500
906,9920,110.0,354,1056,0,1063,280,0,128000
907,13501,208.0,63,1623,0,1636,865,0,255000
908,11500,0.0,223,1017,1037,2057,180,0,250000
909,8885,0.0,301,864,0,902,484,164,131000
910,12589,0.0,0,742,742,1484,390,36,174000
911,11600,361.0,443,1105,1169,2274,480,0,154300
912,9286,0.0,196,1268,0,1268,252,173,143500
913,6120,0.0,489,768,0,1015,450,0,88000
914,6270,0.0,284,1001,1001,2002,871,0,145000
915,3000,76.0,294,612,612,1224,528,0,173733
916,2001,80.0,0,546,546,1092,286,0,75000
917,9000,0.0,50,480,0,480,308,0,35311
918,17140,0.0,1059,1134,0,1229,284,0,135000
919,13125,0.0,48,1104,1215,2127,833,72,238000
920,11029,0.0,528,1184,0,1414,601,0,176500
921,8462,105.0,814,928,785,1721,471,300,201000
922,8777,0.0,1084,1272,928,2200,0,0,145900
923,10237,0.0,28,1316,0,1316,397,100,169990
924,8012,0.0,165,1604,0,1617,533,0,193000
925,10240,157.0,625,1686,0,1686,612,384,207500
926,15611,0.0,767,1126,0,1126,540,180,175000
927,11999,340.0,0,1181,1140,2374,656,104,285000
928,9900,342.0,552,832,880,1978,486,0,176000
929,11838,0.0,0,1753,0,1788,522,202,236500
930,13006,285.0,0,964,1243,2236,642,0,222000
931,8925,0.0,16,1466,0,1466,610,100,201000
932,9100,0.0,338,925,0,925,429,0,117500
933,11670,302.0,0,1905,0,1905,788,0,320000
934,8487,210.0,20,1500,0,1500,570,192,190000
935,27650,0.0,425,585,0,2069,505,0,242000
936,5825,108.0,0,600,0,747,528,0,79900
937,10083,103.68526170798899,833,1176,0,1200,555,0,184900
938,9675,0.0,341,1113,858,1971,689,0,253000
939,8760,0.0,464,1391,571,1962,868,0,239799
940,24090,0.0,0,1032,1196,2403,349,56,244400
941,12640,0.0,936,1728,0,1728,574,40,150900
942,8755,298.0,772,992,1038,2060,390,0,214000
943,7711,0.0,1440,1440,0,1440,0,321,150000
944,25000,0.0,0,1632,0,1632,576,0,143000
945,14375,541.0,111,819,0,1344,525,0,137500
946,8820,0.0,1088,1088,561,1869,456,48,124900
947,8163,128.0,748,1144,0,1144,796,86,143000
948,14536,236.0,1300,1616,0,1629,808,0,270000
949,14006,144.0,0,936,840,1776,474,144,192500
950,9360,0.0,982,1161,0,1381,676,0,197500
951,7200,0.0,398,864,0,864,720,194,129000
952,7800,0.0,641,828,0,965,300,421,119900
953,7200,0.0,660,768,0,768,396,192,133900
954,11075,232.0,562,784,800,1968,530,305,172000
955,9400,250.0,945,945,0,980,0,0,127500
956,7136,423.0,484,979,979,1958,492,0,145000
957,1300,0.0,285,561,668,1229,462,150,124000
958,7420,0.0,417,1057,0,1057,576,0,132000
959,8450,0.0,699,1337,0,1337,531,0,185000
960,2572,0.0,604,696,720,1416,484,0,155000
961,7207,0.0,696,858,0,858,0,117,116500
962,12227,424.0,896,1330,1330,2872,619,550,272000
963,2308,0.0,556,804,744,1548,440,48,155000
964,11923,0.0,0,1800,0,1800,702,288,239000
965,11316,44.0,624,817,1070,1894,510,0,214900
966,10237,0.0,0,783,701,1484,393,0,178900
967,9600,0.0,428,728,332,1308,256,0,160000
968,7390,151.0,902,1098,0,1098,260,0,135000
969,5925,0.0,0,600,368,968,0,0,37900
970,10382,105.0,513,588,0,1095,264,0,140000
971,10800,0.0,0,720,472,1192,0,0,135000
972,2268,106.0,567,764,862,1626,474,0,173000
973,7892,0.0,0,918,0,918,264,28,99500
974,11639,103.68526170798899,0,1428,0,1428,480,0,182000
975,11414,0.0,0,728,883,2019,532,509,167500
976,2651,0.0,641,673,709,1382,490,153,165000
977,5900,0.0,0,440,0,869,0,0,85500
978,4274,103.68526170798899,1106,1241,0,1241,569,0,199900
979,9450,0.0,552,894,0,894,400,0,110000
980,8816,0.0,651,1121,0,1121,480,0,139000
981,12122,210.0,867,944,0,999,588,144,178400
982,12203,975.0,854,1225,1336,2612,676,250,336000
983,3182,16.0,0,1266,0,1266,388,100,159895
984,11250,0.0,0,1128,1141,2290,779,0,255900
985,10125,0.0,0,0,432,1734,539,0,126000
986,10880,0.0,1040,1164,0,1164,240,0,125000
987,5310,0.0,0,485,634,1635,255,394,117000
988,10159,450.0,1646,1930,0,1940,606,168,395192
989,12046,298.0,156,848,912,2030,551,0,195000
990,8125,0.0,0,770,798,1576,614,0,197000
991,9452,423.0,1074,1396,985,2392,870,0,348000
992,17671,0.0,216,916,826,1742,424,0,168000
993,9760,340.0,536,822,831,1851,440,239,187000
994,8846,0.0,0,750,750,1500,564,0,173900
995,12456,230.0,1172,1700,0,1718,786,216,337500
996,4712,0.0,384,747,456,1230,305,0,121600
997,10659,0.0,915,1050,0,1050,368,0,136500
998,11717,571.0,0,1442,0,1442,615,371,185000
999,9786,0.0,0,1007,0,1077,210,0,91000
1000,6762,24.0,686,1187,0,1208,632,105,206000
1001,10206,0.0,0,0,0,944,528,0,82000
1002,5400,0.0,0,691,0,691,216,0,86000
1003,11957,53.0,24,1574,0,1574,824,144,232000
1004,11500,164.0,0,1680,0,1680,528,0,136905
1005,3182,16.0,16,1346,0,1504,457,156,181000
1006,8385,220.0,595,985,0,985,328,210,149900
1007,12155,0.0,1237,1657,0,1657,484,0,163500
1008,2217,0.0,273,546,546,1092,286,238,88000
1009,12118,108.0,0,1710,0,1710,550,100,240000
1010,6000,0.0,0,1008,0,1522,0,0,102000
1011,21286,0.0,0,720,551,1271,312,0,135000
1012,9825,0.0,0,0,0,1664,0,0,100000
1013,10592,0.0,0,602,602,1502,180,96,165000
1014,7200,0.0,247,1022,0,1022,280,0,85000
1015,11664,206.0,336,1082,0,1082,240,0,119200
1016,8400,0.0,643,810,855,1665,528,0,227000
1017,11883,196.0,690,1504,0,1504,478,115,203000
1018,5814,0.0,1036,1220,0,1360,565,63,187500
1019,10784,76.0,0,384,670,1472,402,164,160000
1020,3013,145.0,16,1362,0,1506,440,142,213490
1021,7024,0.0,1024,1132,0,1132,451,252,176000
1022,7406,84.0,684,1199,0,1220,632,105,194000
1023,9439,0.0,324,912,336,1248,160,0,87000
1024,3182,14.0,16,1346,0,1504,437,156,191000
1025,15498,0.0,1165,1565,0,2898,665,0,287000
1026,7700,0.0,138,882,0,882,461,96,112500
1027,9300,324.0,697,1268,0,1264,461,0,167500
1028,9520,338.0,1513,1638,0,1646,800,192,293077
1029,9492,0.0,368,768,408,1376,240,0,105000
1030,1680,281.0,317,672,546,1218,264,0,118000
1031,7082,0.0,0,686,980,1928,0,0,160000
1032,15863,0.0,523,824,998,3082,672,136,197000
1033,14541,0.0,1012,1338,1168,2520,796,209,310000
1034,8125,295.0,986,1654,0,1654,900,0,230000
1035,6305,0.0,0,920,0,954,240,0,119750
1036,11500,0.0,0,0,0,845,290,186,84000
1037,12898,70.0,1022,1620,0,1620,912,228,315500
1038,9240,396.0,0,1055,1208,2263,905,0,287000
1039,1533,0.0,0,546,546,1344,0,0,97000
1040,1477,0.0,509,630,0,630,286,0,80000
1041,13125,67.0,168,1134,0,1803,484,0,155000
1042,9130,252.0,400,800,832,1632,484,0,173000
1043,5381,135.0,900,1306,0,1306,624,170,196000
1044,11839,99.0,1085,1475,797,2329,514,192,262280
1045,9600,0.0,1104,2524,0,2524,542,474,278000
1046,13680,0.0,0,0,0,1733,452,0,139600
1047,16056,208.0,240,1992,876,2868,716,214,556581
1048,9245,0.0,686,990,0,990,672,0,145000
1049,21750,75.0,0,0,0,1771,336,0,115000
1050,11100,0.0,0,0,0,930,308,0,84900
1051,8993,0.0,0,1302,0,1302,436,0,176485
1052,11175,0.0,0,1316,0,1316,440,0,200141
1053,9500,272.0,442,816,850,1977,540,0,165000
1054,8562,145.0,383,1216,0,1526,364,116,144500
1055,11367,210.0,932,1065,898,1989,586,199,255000
1056,11361,160.0,644,1193,0,1523,478,0,180000
1057,7052,240.0,659,1364,0,1364,484,192,185850
1058,29959,0.0,595,973,871,1850,467,168,248000
1059,11308,154.0,936,1104,1054,2184,836,0,335000
1060,11275,480.0,297,854,895,1991,432,0,220000
1061,4920,0.0,616,1338,0,1338,582,0,213500
1062,18000,0.0,0,894,0,894,1248,0,81000
1063,13600,0.0,0,662,915,2337,560,0,90000
1064,6000,0.0,397,1103,0,1103,440,166,110500
1065,11000,200.0,740,1154,0,1154,480,0,154000
1066,14000,0.0,1201,1306,954,2260,533,296,328000
1067,7837,0.0,0,799,772,1571,380,0,178000
1068,9760,360.0,674,780,813,1611,442,328,167900
1069,3964,0.0,837,942,1230,2521,576,728,151400
1070,9600,0.0,220,845,0,893,576,0,135000
1071,10152,120.0,586,1048,0,1048,286,0,135000
1072,11700,0.0,298,727,727,1556,441,0,154000
1073,7585,0.0,0,810,454,1456,280,0,91500
1074,7950,140.0,535,690,728,1426,440,252,159500
1075,8556,0.0,0,1240,0,1240,826,140,194000
1076,13125,0.0,410,800,780,1740,240,0,219500
1077,10800,0.0,626,796,370,1466,566,436,170000
1078,15870,0.0,75,1096,0,1096,299,240,138800
1079,4435,169.0,662,848,0,848,420,140,155900
1080,8775,0.0,495,990,0,990,299,0,126000
1081,11040,144.0,656,1258,0,1258,528,55,145000
