,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,PoolArea,MiscVal,SaleType,SaleCondition,SalePrice,TotalSF,TotalPorchSF,TotalBath,SnMoSold,CsMoSold,Remodeled,Age,Isnew
414,60,RL,59.0,11228,Pave,1,Lvl,AllPub,CulDSac,2,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,2,2,PConc,2.0,2.0,0.0,3.0,50,5.0,531,499,GasA,4,1,SBrkr,1080,1017,0,3,1,2,9,1,1,Attchd,0.0,678,2.0,2.0,2,196,0,0,WD,Normal,228000,3177,187,3.0,-2.4492935982947064e-16,1.0,0,15,0
415,20,RL,73.0,8899,Pave,2,Lvl,AllPub,Inside,2,Gilbert,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,2,2,PConc,2.0,2.0,2.0,5.0,24,1.0,0,1316,GasA,4,1,SBrkr,1340,0,0,3,1,2,6,1,0,Attchd,2.0,396,2.0,2.0,2,100,0,0,New,Partial,181134,2680,30,2.0,-0.8660254037844384,-0.5000000000000004,0,0,1
416,60,RL,74.0,7844,Pave,3,Lvl,AllPub,Inside,2,Sawyer,Norm,Norm,1Fam,2Story,6,7,Hip,CompShg,HdBoard,HdBoard,2.0,203.0,1,2,CBlock,1.0,2.0,0.0,4.0,209,1.0,0,463,GasA,2,1,SBrkr,672,728,0,3,1,1,6,1,1,Attchd,2.0,440,2.0,2.0,2,0,0,0,WD,Normal,149500,2072,0,1.5,1.0,6.123233995736766e-17,0,28,0
417,70,RL,86.0,22420,Pave,2,Lvl,AllPub,Inside,2,Crawfor,Feedr,Norm,1Fam,2Story,6,6,Hip,CompShg,Wd Sdng,Stucco,0.0,0.0,1,2,BrkTil,2.0,2.0,0.0,3.0,1128,1.0,0,242,GasW,2,0,FuseA,1370,1254,0,4,1,1,10,1,1,Detchd,0.0,864,2.0,2.0,0,0,0,0,WD,Normal,239000,3994,0,3.5,-0.5000000000000004,0.8660254037844384,1,57,0
418,50,RL,60.0,8160,Pave,3,Lvl,AllPub,Inside,2,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,1,2,BrkTil,1.0,2.0,0.0,4.0,312,1.0,0,444,GasA,1,0,FuseF,756,378,0,3,1,1,7,1,0,Detchd,0.0,240,2.0,2.0,1,0,0,0,WD,AdjLand,126000,1890,0,2.5,0.8660254037844387,-0.4999999999999998,1,57,0
419,20,RL,65.0,8450,Pave,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,1,2,CBlock,1.0,2.0,0.0,3.0,775,1.0,0,281,GasA,4,1,SBrkr,1056,0,0,3,1,1,6,1,1,Attchd,0.0,304,2.0,2.0,2,0,0,0,WD,Normal,142000,2112,269,2.0,-0.4999999999999997,-0.8660254037844388,0,42,0
420,90,RM,78.0,7060,Pave,3,Lvl,AllPub,Inside,2,Mitchel,Norm,Norm,Duplex,SFoyer,7,5,Gable,CompShg,VinylSd,VinylSd,2.0,200.0,1,3,PConc,2.0,3.0,3.0,5.0,1309,1.0,0,35,GasA,4,1,SBrkr,1344,0,0,2,2,1,8,1,0,Attchd,2.0,784,2.0,2.0,2,0,0,0,WD,Alloca,206300,2688,0,4.0,-0.5000000000000004,0.8660254037844384,1,10,0
421,20,RL,,16635,Pave,2,Lvl,AllPub,FR2,2,NWAmes,Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,CemntBd,CmentBd,3.0,126.0,2,2,CBlock,2.0,2.0,0.0,4.0,1246,1.0,0,356,GasA,3,1,SBrkr,1602,0,0,3,1,2,8,1,1,Attchd,2.0,529,2.0,2.0,2,240,0,0,WD,Normal,215000,3204,0,2.5,1.2246467991473532e-16,-1.0,1,9,0
422,20,RL,100.0,21750,Pave,3,HLS,AllPub,Inside,1,Mitchel,Artery,Norm,1Fam,1Story,5,5,Hip,CompShg,HdBoard,HdBoard,0.0,0.0,1,2,CBlock,1.0,2.0,0.0,0.0,0,1.0,0,988,GasA,4,1,FuseA,988,0,0,2,1,1,4,1,0,Attchd,1.0,520,2.0,2.0,0,0,0,0,WD,Normal,113000,1976,0,1.0,0.8660254037844386,0.5000000000000001,0,54,0
423,60,RL,80.0,9200,Pave,3,Lvl,AllPub,Inside,2,NoRidge,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,2.0,473.0,2,2,PConc,2.0,2.0,0.0,5.0,986,1.0,0,484,GasA,3,1,SBrkr,1470,1160,0,4,1,2,8,1,1,Attchd,2.0,696,2.0,2.0,2,0,0,0,WD,Normal,315000,4100,66,3.5,1.2246467991473532e-16,-1.0,0,10,0
424,20,RL,72.0,9000,Pave,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,2.0,74.0,1,2,CBlock,2.0,2.0,0.0,1.0,616,1.0,0,580,GasA,3,1,FuseA,1196,0,0,2,1,1,6,1,1,Attchd,1.0,297,2.0,2.0,2,0,0,0,WD,Normal,139000,2392,44,2.0,0.5,-0.8660254037844387,0,52,0
425,60,RM,60.0,3378,Pave,3,HLS,AllPub,Inside,2,OldTown,Norm,Norm,1Fam,2Story,7,8,Gable,CompShg,HdBoard,HdBoard,0.0,0.0,1,3,CBlock,1.0,2.0,0.0,0.0,0,1.0,0,651,GasA,3,1,SBrkr,707,682,0,3,1,1,6,1,2,Detchd,0.0,240,2.0,2.0,1,0,0,0,WD,Normal,135000,2040,126,1.5,-1.0,-1.8369701987210287e-16,1,17,0
426,80,RL,,12800,Pave,3,Low,AllPub,Inside,1,SawyerW,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,Wd Sdng,Wd Sdng,2.0,145.0,2,2,PConc,2.0,2.0,3.0,5.0,1518,1.0,0,0,GasA,3,1,SBrkr,1644,0,0,2,1,2,5,1,1,Attchd,2.0,569,2.0,2.0,2,80,0,0,WD,Normal,275000,3162,396,3.5,-0.8660254037844384,-0.5000000000000004,0,20,0
427,20,RL,77.0,8593,Pave,2,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,4,6,Hip,CompShg,MetalSd,MetalSd,0.0,0.0,1,2,CBlock,1.0,2.0,0.0,2.0,288,1.0,0,619,GasA,4,1,SBrkr,907,0,0,3,1,1,5,1,0,Detchd,0.0,352,2.0,2.0,2,0,0,0,WD,Normal,109008,1814,0,1.0,-0.4999999999999997,-0.8660254037844388,0,51,0
428,20,RL,64.0,6762,Pave,3,Lvl,AllPub,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,2.0,108.0,2,2,PConc,2.0,2.0,0.0,5.0,664,1.0,0,544,GasA,4,1,SBrkr,1208,0,0,2,1,2,6,1,0,Attchd,1.0,628,2.0,2.0,2,105,0,0,New,Partial,195400,2416,54,3.0,-1.0,-1.8369701987210287e-16,0,0,1
429,20,RL,130.0,11457,Pave,2,Lvl,AllPub,Corner,2,Timber,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,HdBoard,0.0,0.0,1,2,CBlock,2.0,2.0,1.0,5.0,1005,1.0,0,387,GasA,2,1,SBrkr,1412,0,0,3,1,2,6,1,1,Attchd,0.0,576,2.0,2.0,2,0,0,0,WD,Normal,175000,2804,169,3.0,1.0,6.123233995736766e-17,0,21,0
430,160,RM,21.0,1680,Pave,3,Lvl,AllPub,Inside,2,BrDale,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,2.0,232.0,1,2,CBlock,1.0,2.0,0.0,4.0,387,1.0,0,96,GasA,2,1,SBrkr,483,504,0,2,1,1,4,1,0,Detchd,0.0,264,2.0,2.0,2,0,0,0,COD,Abnorml,85400,1470,0,1.5,-0.4999999999999997,-0.8660254037844388,0,37,0
431,50,RM,60.0,5586,Pave,2,Bnk,AllPub,Inside,2,OldTown,Feedr,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,1,2,BrkTil,1.0,2.0,0.0,0.0,0,1.0,0,901,GasA,3,1,SBrkr,1088,110,0,4,1,1,7,1,0,,,0,,,0,0,0,0,ConLD,Abnorml,79900,2099,98,1.0,-1.0,-1.8369701987210287e-16,1,10,0
432,160,RM,24.0,1920,Pave,3,Lvl,AllPub,Inside,2,BrDale,Norm,Norm,TwnhsE,2Story,5,5,Gable,CompShg,HdBoard,HdBoard,2.0,376.0,1,2,CBlock,1.0,2.0,0.0,4.0,471,1.0,0,294,GasA,4,1,SBrkr,765,600,0,2,1,1,6,6,0,Detchd,0.0,440,2.0,2.0,2,240,0,0,WD,Normal,122500,2130,36,2.5,-0.8660254037844384,-0.5000000000000004,0,36,0
433,60,RL,100.0,10839,Pave,2,Lvl,AllPub,Corner,2,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,1,2,PConc,2.0,2.0,0.0,0.0,0,1.0,0,926,GasA,4,1,SBrkr,926,678,0,3,1,1,7,1,1,Attchd,2.0,470,2.0,2.0,2,0,0,0,WD,Normal,181000,2530,36,2.5,-0.4999999999999997,-0.8660254037844388,1,10,0
434,180,RM,21.0,1890,Pave,3,Lvl,AllPub,Inside,2,MeadowV,Norm,Norm,Twnhs,SFoyer,4,7,Gable,CompShg,CemntBd,CmentBd,0.0,0.0,1,3,CBlock,2.0,2.0,2.0,4.0,495,1.0,0,135,GasA,3,1,SBrkr,630,0,0,1,1,1,3,1,0,,,0,,,2,88,0,0,WD,Normal,81000,1260,0,2.0,1.2246467991473532e-16,-1.0,0,36,0
435,60,RL,43.0,10667,Pave,1,Lvl,AllPub,CulDSac,2,CollgCr,PosN,Norm,1Fam,2Story,7,6,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,2,2,PConc,2.0,2.0,2.0,5.0,385,4.0,344,70,GasA,4,1,SBrkr,827,834,0,3,1,2,6,1,1,Attchd,1.0,550,2.0,2.0,2,158,0,0,ConLw,Normal,212000,2460,61,3.5,0.8660254037844387,-0.4999999999999998,0,13,0
436,50,RM,40.0,4400,Pave,3,Lvl,AllPub,Inside,2,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,Gable,CompShg,Stucco,Stucco,0.0,0.0,1,2,BrkTil,0.0,2.0,0.0,0.0,0,1.0,0,648,GasA,2,1,FuseA,734,384,0,2,1,1,6,1,0,Detchd,0.0,440,2.0,2.0,2,0,0,0,WD,Normal,116000,1766,0,1.0,-0.8660254037844386,0.5000000000000001,1,56,0
437,45,RM,50.0,6000,Pave,3,Lvl,AllPub,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,2,2,PConc,1.0,2.0,0.0,0.0,0,1.0,0,884,GasA,3,1,SBrkr,904,0,0,2,1,1,4,1,0,Detchd,0.0,180,2.0,2.0,2,0,0,0,WD,Normal,119000,1788,105,1.0,0.5,0.8660254037844387,1,5,0
438,30,RL,40.0,4280,Pave,3,Lvl,AllPub,Inside,2,Crawfor,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,WdShing,Stucco,0.0,0.0,1,2,PConc,1.0,2.0,0.0,1.0,365,1.0,0,75,GasA,2,0,SBrkr,694,0,0,2,1,2,4,1,1,Detchd,0.0,352,3.0,2.0,1,0,0,0,WD,Normal,90350,1134,34,1.0,1.0,6.123233995736766e-17,1,5,0
439,50,RL,67.0,12354,Pave,3,Lvl,AllPub,Corner,2,Edwards,Norm,Norm,1Fam,1.5Fin,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,1,2,BrkTil,1.0,1.0,1.0,0.0,0,1.0,0,684,GasA,3,1,SBrkr,684,512,0,3,1,2,7,1,0,Detchd,0.0,528,2.0,2.0,2,0,0,800,ConLI,Normal,110000,1880,46,1.0,-0.8660254037844384,-0.5000000000000004,1,9,0
440,20,RL,105.0,15431,Pave,3,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,10,5,Hip,CompShg,VinylSd,VinylSd,3.0,200.0,3,2,PConc,3.0,2.0,3.0,5.0,1767,4.0,539,788,GasA,4,1,SBrkr,2402,0,0,2,1,3,10,1,2,Attchd,2.0,672,2.0,2.0,2,0,0,0,WD,Normal,555000,5496,242,3.0,0.8660254037844387,-0.4999999999999998,0,1,0
441,90,RL,92.0,12108,Pave,3,Lvl,AllPub,Inside,2,Edwards,Norm,Norm,Duplex,1Story,4,4,Gable,CompShg,VinylSd,VinylSd,2.0,270.0,1,2,CBlock,1.0,2.0,0.0,4.0,133,1.0,0,1307,GasA,2,0,FuseF,1440,0,0,4,2,0,8,1,0,,,0,,,2,0,0,0,WD,Normal,118000,2880,0,2.0,-1.0,-1.8369701987210287e-16,0,53,0
442,50,RM,52.0,6240,Pave,3,Lvl,AllPub,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,1,2,PConc,1.0,2.0,0.0,0.0,0,1.0,0,1078,GasA,2,1,SBrkr,1128,445,0,3,1,1,8,1,1,Detchd,0.0,360,2.0,2.0,1,0,0,0,WD,Normal,162900,2651,0,2.0,1.2246467991473532e-16,-1.0,1,16,0
443,120,RL,53.0,3922,Pave,3,Lvl,AllPub,Inside,2,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,WdShing,Wd Shng,2.0,72.0,2,2,PConc,3.0,2.0,2.0,0.0,0,1.0,0,1258,GasA,4,1,SBrkr,1258,0,0,2,1,2,6,1,1,Attchd,2.0,648,2.0,2.0,2,144,0,0,New,Partial,172500,2516,16,2.0,1.2246467991473532e-16,-1.0,1,0,0
444,60,RL,70.0,8750,Pave,3,Lvl,AllPub,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,2,3,PConc,2.0,2.0,0.0,5.0,642,1.0,0,273,GasA,4,1,SBrkr,933,975,0,4,1,2,8,1,1,Attchd,0.0,493,2.0,2.0,2,144,0,0,WD,Normal,210000,2823,133,3.5,-0.4999999999999997,-0.8660254037844388,1,13,0
445,20,RL,73.0,9855,Pave,3,Lvl,AllPub,Corner,2,Edwards,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,1,2,CBlock,1.0,2.0,0.0,0.0,0,1.0,0,1436,GasA,1,1,SBrkr,1689,0,0,3,1,1,7,1,1,Attchd,0.0,480,2.0,2.0,2,0,0,0,COD,Normal,127500,3125,0,1.0,-0.5000000000000004,0.8660254037844384,0,53,0
446,20,RL,137.0,16492,Pave,2,Lvl,AllPub,Corner,2,NAmes,PosA,Norm,1Fam,1Story,6,6,Gable,CompShg,BrkFace,Plywood,0.0,0.0,2,2,CBlock,1.0,2.0,0.0,4.0,247,2.0,713,557,GasA,4,1,SBrkr,1888,0,0,2,1,2,6,4,1,Attchd,2.0,578,2.0,2.0,2,0,0,0,WD,Normal,190000,3405,0,2.5,1.2246467991473532e-16,-1.0,1,8,0
447,60,RL,,11214,Pave,2,Lvl,AllPub,Corner,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,2,2,PConc,2.0,2.0,0.0,0.0,0,1.0,0,930,GasA,3,1,SBrkr,956,930,0,4,1,2,10,1,1,Attchd,2.0,431,2.0,2.0,2,89,0,0,WD,Normal,199900,2816,0,2.5,-0.4999999999999997,-0.8660254037844388,1,7,0
448,50,RM,50.0,8600,Pave,3,Bnk,AllPub,Inside,2,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,1,2,BrkTil,1.0,2.0,0.0,0.0,0,1.0,0,780,GasA,2,1,SBrkr,780,596,0,3,1,1,7,1,1,Detchd,0.0,198,2.0,2.0,0,0,0,0,WD,Normal,119500,2156,0,2.0,1.2246467991473532e-16,-1.0,1,56,0
449,50,RM,50.0,6000,Pave,3,Lvl,AllPub,Inside,2,OldTown,Norm,Norm,1Fam,1.5Fin,3,7,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,1,3,CBlock,1.0,2.0,0.0,4.0,331,1.0,0,318,GasA,4,1,SBrkr,679,504,0,2,1,1,6,1,0,Detchd,0.0,308,2.0,2.0,2,0,0,0,WD,Normal,120000,1832,176,1.5,1.2246467991473532e-16,-1.0,1,5,0
450,30,RM,70.0,5684,Pave,3,Lvl,AllPub,Inside,2,OldTown,Norm,Norm,1Fam,1Story,6,8,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,1,2,BrkTil,1.0,2.0,0.0,0.0,0,1.0,0,813,GasA,4,1,FuseA,813,0,0,2,1,2,5,1,0,Detchd,0.0,270,1.0,1.0,0,0,0,0,WD,Normal,110000,1626,113,1.0,1.2246467991473532e-16,-1.0,1,1,0
451,20,RL,62.0,70761,Pave,2,Low,AllPub,Inside,1,ClearCr,Norm,Norm,1Fam,1Story,7,5,Gable,WdShngl,Plywood,Plywood,0.0,0.0,1,2,CBlock,2.0,2.0,3.0,4.0,655,1.0,0,878,GasA,2,1,SBrkr,1533,0,0,2,1,2,5,1,2,Attchd,0.0,576,2.0,2.0,2,200,0,0,WD,Normal,280000,3066,54,3.0,-2.4492935982947064e-16,1.0,0,31,0
452,60,RL,,9303,Pave,2,Lvl,AllPub,Corner,2,Timber,Norm,Norm,1Fam,2Story,6,5,Hip,CompShg,VinylSd,VinylSd,2.0,42.0,2,2,PConc,3.0,2.0,0.0,4.0,742,1.0,0,130,GasA,4,1,SBrkr,888,868,0,3,1,1,7,1,0,Attchd,2.0,422,2.0,2.0,2,144,0,0,WD,Normal,204000,2628,122,3.5,-0.4999999999999997,-0.8660254037844388,1,10,0
453,60,FV,75.0,9000,Pave,3,Lvl,AllPub,Inside,2,Somerst,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,0.0,0.0,2,2,PConc,2.0,2.0,0.0,0.0,0,1.0,0,768,GasA,4,1,SBrkr,786,804,0,3,1,2,6,1,0,Attchd,1.0,676,2.0,2.0,2,0,0,0,WD,Normal,210000,2358,30,2.5,1.2246467991473532e-16,-1.0,0,1,0
454,90,RL,63.0,9297,Pave,3,Lvl,AllPub,Inside,2,Mitchel,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,Plywood,Plywood,0.0,0.0,1,2,CBlock,1.0,2.0,0.0,4.0,1606,1.0,0,122,GasA,2,1,SBrkr,1728,0,0,4,2,1,8,1,0,Detchd,0.0,560,2.0,2.0,2,0,0,0,WD,Family,188000,3456,0,4.0,-0.4999999999999997,-0.8660254037844388,0,30,0
455,20,RL,80.0,9600,Pave,3,Lvl,AllPub,Inside,2,NWAmes,Norm,Norm,1Fam,1Story,7,6,Hip,CompShg,HdBoard,HdBoard,2.0,320.0,1,2,CBlock,1.0,2.0,0.0,4.0,916,1.0,0,326,GasA,1,1,SBrkr,1242,0,0,3,1,1,6,1,1,Attchd,0.0,528,2.0,2.0,2,0,0,0,WD,Normal,175500,2484,0,1.5,-1.0,-1.8369701987210287e-16,0,34,0
456,70,RM,34.0,4571,Pave,3,Lvl,AllPub,Inside,2,OldTown,Norm,Norm,1Fam,2Story,5,5,Gable,CompShg,AsbShng,AsbShng,0.0,0.0,1,2,BrkTil,1.0,2.0,0.0,0.0,0,1.0,0,624,GasA,1,0,SBrkr,624,720,0,4,1,1,7,1,0,Detchd,0.0,513,1.0,1.0,2,0,0,0,COD,Abnorml,98000,1968,96,1.0,0.5,-0.8660254037844387,1,58,0
457,20,RL,,53227,Pave,2,Low,AllPub,CulDSac,1,ClearCr,Norm,Norm,1Fam,1Story,4,6,Flat,Tar&Grv,Plywood,Plywood,0.0,0.0,1,2,CBlock,2.0,2.0,3.0,3.0,1116,1.0,0,248,GasA,4,1,SBrkr,1663,0,0,2,1,2,6,6,2,Attchd,2.0,529,2.0,2.0,2,224,0,0,WD,Normal,256000,3027,137,2.0,1.0,6.123233995736766e-17,1,14,0
458,70,RM,,5100,Pave,3,Lvl,AllPub,Inside,2,OldTown,Norm,Norm,1Fam,2Story,8,7,Hip,CompShg,Stucco,Wd Shng,0.0,0.0,1,3,PConc,1.0,2.0,0.0,0.0,0,1.0,0,588,GasA,1,1,SBrkr,833,833,0,3,1,2,7,1,1,Detchd,0.0,228,2.0,2.0,2,192,0,0,WD,Normal,161000,2254,63,1.0,1.2246467991473532e-16,-1.0,1,12,0
459,50,RL,,7015,Pave,2,Bnk,AllPub,Corner,2,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,Gable,CompShg,MetalSd,MetalSd,1.0,161.0,1,2,CBlock,1.0,2.0,0.0,1.0,185,1.0,0,524,GasA,2,1,SBrkr,979,224,0,3,1,2,5,1,1,Detchd,0.0,352,2.0,2.0,2,0,0,0,WD,Normal,110000,1912,248,2.0,-0.4999999999999997,-0.8660254037844388,0,59,0
460,60,FV,75.0,8004,Pave,2,Lvl,AllPub,Inside,2,Somerst,RRAn,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,3.0,110.0,2,2,PConc,2.0,2.0,0.0,5.0,544,1.0,0,288,GasA,4,1,SBrkr,832,1103,0,3,1,1,8,1,0,BuiltIn,2.0,552,2.0,2.0,2,0,0,0,New,Partial,263435,2767,150,3.5,-2.4492935982947064e-16,1.0,0,0,1
461,70,RL,60.0,7200,Pave,3,Lvl,AllPub,Inside,2,SWISU,Feedr,Norm,1Fam,2Story,7,9,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,0.0,2,3,PConc,2.0,3.0,0.0,4.0,350,3.0,210,0,GasA,4,1,SBrkr,575,560,0,3,1,2,6,1,0,Detchd,1.0,576,2.0,2.0,2,256,0,0,WD,Normal,155000,1695,0,2.0,0.8660254037844387,-0.4999999999999998,1,2,0
462,20,RL,60.0,8281,Pave,2,Lvl,AllPub,Inside,2,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,0.0,0.0,1,2,CBlock,1.0,2.0,0.0,2.0,553,3.0,311,0,GasA,3,1,SBrkr,864,0,0,3,1,1,5,1,1,Detchd,0.0,360,2.0,2.0,2,0,0,0,WD,Normal,62383,1728,236,1.0,-2.4492935982947064e-16,1.0,0,44,0
463,70,RL,74.0,11988,Pave,2,HLS,AllPub,Inside,1,Crawfor,Norm,Norm,1Fam,2Story,6,7,Hip,CompShg,Stucco,Stucco,0.0,0.0,1,2,CBlock,1.0,2.0,0.0,1.0,326,1.0,0,389,GasA,1,1,FuseA,849,811,0,3,1,1,6,1,1,Detchd,0.0,240,2.0,2.0,2,0,0,0,WD,Normal,188700,2375,0,1.5,-0.8660254037844384,-0.5000000000000004,1,13,0
464,20,RL,60.0,8430,Pave,3,HLS,AllPub,Inside,1,CollgCr,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,2.0,136.0,1,2,CBlock,2.0,2.0,0.0,2.0,616,1.0,0,424,GasA,2,1,SBrkr,1040,0,0,3,1,1,5,1,0,,,0,,,2,0,0,0,WD,Normal,124000,2080,0,2.0,-0.8660254037844384,-0.5000000000000004,0,31,0
465,120,RM,,3072,Pave,3,Lvl,AllPub,Inside,2,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,2.0,18.0,2,2,PConc,2.0,2.0,0.0,0.0,0,1.0,0,1375,GasA,4,1,SBrkr,1414,0,0,2,1,2,6,1,1,Attchd,2.0,398,2.0,2.0,2,144,0,0,WD,Normal,178740,2789,20,2.0,0.5,-0.8660254037844387,0,2,0
466,20,RL,85.0,10628,Pave,3,Lvl,AllPub,Inside,2,NAmes,Norm,Norm,1Fam,1Story,7,5,Flat,Tar&Grv,Plywood,Plywood,0.0,0.0,1,3,CBlock,1.0,3.0,3.0,5.0,778,1.0,0,499,GasA,2,1,SBrkr,1277,0,0,2,1,1,5,1,1,Attchd,0.0,526,2.0,2.0,2,0,0,0,WD,Normal,167000,2554,176,2.0,0.8660254037844387,-0.4999999999999998,0,37,0
467,70,RL,79.0,9480,Pave,3,Lvl,AllPub,Inside,2,NAmes,Artery,Norm,1Fam,2Story,5,7,Gable,CompShg,MetalSd,MetalSd,3.0,224.0,1,2,CBlock,1.0,2.0,0.0,1.0,386,1.0,0,342,GasA,4,1,SBrkr,888,756,0,3,1,2,7,1,2,Attchd,0.0,312,2.0,2.0,2,168,0,0,WD,Normal,146500,2372,0,1.5,1.2246467991473532e-16,-1.0,1,12,0
468,20,RL,98.0,11428,Pave,2,Lvl,AllPub,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,3.0,248.0,2,2,PConc,2.0,2.0,0.0,0.0,0,1.0,0,1626,GasA,4,1,SBrkr,1634,0,0,3,1,2,7,1,1,Attchd,1.0,866,2.0,2.0,2,0,0,0,WD,Normal,250000,3260,44,2.0,0.5,-0.8660254037844387,0,1,0
469,60,RL,76.0,9291,Pave,2,Lvl,AllPub,Corner,2,SawyerW,RRNe,Norm,1Fam,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,2.0,120.0,2,2,PConc,2.0,2.0,0.0,5.0,426,1.0,0,406,GasA,4,1,SBrkr,832,878,0,3,1,2,7,1,0,Attchd,1.0,506,2.0,2.0,2,144,0,0,WD,Normal,187000,2542,70,2.5,1.2246467991473532e-16,-1.0,0,15,0
470,120,RL,,6820,Pave,2,Lvl,AllPub,Corner,2,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,HdBoard,HdBoard,0.0,0.0,2,2,PConc,2.0,2.0,2.0,5.0,368,3.0,1120,0,GasA,2,1,SBrkr,1502,0,0,1,1,2,4,1,0,Attchd,1.0,528,2.0,2.0,2,0,0,0,WD,Normal,212000,2990,194,2.5,1.2246467991473532e-16,-1.0,0,25,0
471,60,RL,92.0,11952,Pave,3,Lvl,AllPub,Inside,2,NWAmes,PosA,Norm,1Fam,2Story,7,6,Mansard,WdShake,WdShing,Plywood,0.0,0.0,1,2,CBlock,2.0,2.0,0.0,0.0,0,1.0,0,808,GasA,2,1,SBrkr,1161,808,0,3,1,1,8,1,1,Attchd,1.0,534,2.0,2.0,2,0,0,0,WD,Normal,190000,2777,276,2.5,-0.5000000000000004,0.8660254037844384,0,30,0
472,180,RM,35.0,3675,Pave,3,Lvl,AllPub,Inside,2,Edwards,Norm,Norm,TwnhsE,SLvl,6,5,Gable,CompShg,VinylSd,VinylSd,2.0,80.0,1,2,PConc,2.0,2.0,3.0,5.0,459,1.0,0,88,GasA,4,1,SBrkr,1072,0,0,2,1,1,5,1,0,Basment,1.0,525,2.0,2.0,2,0,0,0,WD,Normal,148000,1619,28,2.0,1.2246467991473532e-16,-1.0,0,3,0
