,Age,GarageArea,TotalSF,MasVnrArea,WoodDeckSF,BsmtFinSF1,2ndFlrSF,BsmtFinSF2,MiscVal,LotArea,MSZoning,Street,LandContour,Utilities,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,Foundation,Heating,Electrical,GarageType,SaleType,SaleCondition,SalePrice
314,16,546,2369,0.0,0,16,809,0,0,9600,RM,Pave,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasA,SBrkr,Detchd,WD,Normal,178000
315,4,432,2148,0.0,100,425,716,0,0,7795,RL,Pave,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,188500
316,29,484,3198,278.0,288,692,1200,0,0,13005,RL,Pave,Lvl,AllPub,Corner,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,CBlock,GasA,SBrkr,Attchd,WD,Normal,260000
317,1,1025,3047,0.0,208,0,871,0,0,9000,FV,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,270000
318,16,656,3993,256.0,340,987,1274,0,0,9900,RL,Pave,Low,AllPub,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,PConc,GasA,SBrkr,Attchd,WD,Normal,260000
319,29,588,2844,225.0,233,1036,0,0,0,14115,RL,Pave,Lvl,AllPub,Inside,NWAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,CBlock,GasA,SBrkr,Attchd,WD,Normal,187500
320,0,840,3845,370.0,240,0,1347,0,0,16259,RL,Pave,Lvl,AllPub,Corner,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,342643
321,3,872,3604,388.0,184,970,1332,0,0,12099,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,BuiltIn,WD,Normal,354000
322,20,576,4232,172.0,201,28,1177,1474,0,10380,RL,Pave,Lvl,AllPub,Inside,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,CBlock,GasA,SBrkr,Attchd,WD,Normal,301000
323,1,220,2325,0.0,142,256,0,0,0,5820,RM,Pave,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,SBrkr,Attchd,WD,Normal,126175
324,3,564,3688,300.0,240,0,1080,0,0,11275,RL,Pave,Lvl,AllPub,Corner,NAmes,PosN,Norm,1Fam,SLvl,Mansard,WdShake,Wd Sdng,Wd Sdng,CBlock,GasA,SBrkr,BuiltIn,WD,Normal,242000
325,57,360,1523,0.0,0,116,0,0,0,5000,RM,Pave,Lvl,AllPub,Inside,IDOTRR,RRAe,Norm,1Fam,1.5Unf,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,FuseF,Detchd,WD,Normal,87000
326,15,473,3438,0.0,122,1619,0,0,0,10846,RL,Pave,Lvl,AllPub,CulDSac,Veenker,Norm,Norm,TwnhsE,1Story,Gable,CompShg,BrkFace,BrkFace,PConc,GasA,SBrkr,Attchd,Con,Normal,324000
327,46,292,2766,175.0,0,565,0,0,0,11600,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,SBrkr,Attchd,WD,Normal,145250
328,15,441,2978,0.0,0,0,689,0,0,11888,RL,Pave,Bnk,AllPub,Inside,BrkSide,PosN,Norm,1Fam,2.5Unf,Gable,CompShg,Wd Sdng,Wd Shng,BrkTil,GasA,FuseA,Detchd,WD,Normal,214500
329,59,189,1788,0.0,0,0,596,0,0,6402,RM,Pave,Lvl,AllPub,Corner,IDOTRR,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Shng,PConc,GasA,SBrkr,Detchd,WD,Normal,78000
330,43,352,3456,84.0,155,40,0,264,0,10624,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Detchd,WD,Normal,119000
331,15,308,2112,0.0,0,846,0,0,0,8176,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,SBrkr,Attchd,WD,Normal,139000
332,5,880,4835,296.0,0,1124,0,479,0,10655,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,284000
333,4,484,2716,146.0,192,720,0,0,0,8198,RM,Pave,Lvl,AllPub,FR3,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,207000
334,10,472,2581,0.0,100,828,695,0,0,9042,RL,Pave,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,192000
335,43,529,3285,0.0,670,1249,167,147,700,164660,RL,Grvl,HLS,AllPub,Corner,Timber,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,Plywood,Plywood,CBlock,GasA,SBrkr,Attchd,WD,Normal,228950
336,1,676,3844,200.0,178,1249,0,0,0,14157,RL,Pave,HLS,AllPub,Corner,StoneBr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,377426
337,5,532,3072,113.0,192,810,0,0,0,9135,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,214000
338,8,440,2829,0.0,108,213,0,0,400,14145,RL,Pave,Lvl,AllPub,Corner,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,SBrkr,Attchd,WD,Normal,202500
339,11,297,2430,176.0,0,585,0,0,0,12400,RL,Pave,Lvl,AllPub,Inside,NAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,FuseA,Attchd,WD,Normal,155000
340,8,431,2875,0.0,135,0,915,0,0,14191,RL,Pave,Lvl,AllPub,Inside,Timber,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,202900
341,59,294,1562,0.0,250,0,0,0,0,8400,RH,Pave,Lvl,AllPub,Inside,SawyerW,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,AsbShng,CBlock,GasA,SBrkr,CarPort,WD,Normal,82000
342,56,400,1040,340.0,0,0,0,0,0,8544,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,Stucco,Stucco,Slab,Wall,FuseA,Detchd,WD,Normal,87500
343,3,564,3368,616.0,495,28,0,0,0,8849,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,PConc,GasA,SBrkr,Attchd,WD,Normal,266000
344,34,336,1648,0.0,182,129,576,232,0,2592,RM,Pave,Lvl,AllPub,Inside,MeadowV,Norm,Norm,TwnhsE,2Story,Gable,CompShg,CemntBd,CmentBd,CBlock,GasA,SBrkr,Attchd,WD,Normal,85000
345,56,312,2549,0.0,0,0,605,0,0,6435,RL,Pave,Lvl,AllPub,Inside,BrkSide,RRAn,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkTil,GasA,SBrkr,Detchd,WD,Normal,140200
346,9,301,1916,0.0,0,498,0,0,15500,12772,RL,Pave,Lvl,AllPub,CulDSac,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Attchd,WD,Normal,151500
347,49,498,2956,30.0,0,1270,0,0,0,17600,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,FuseA,Attchd,WD,Normal,157500
348,4,474,2390,106.0,0,573,862,0,0,2448,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,Twnhs,2Story,Gable,CompShg,VinylSd,Wd Shng,PConc,GasA,SBrkr,BuiltIn,WD,Normal,154000
349,0,706,4576,870.0,0,1410,880,0,0,20431,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,Hip,CompShg,CemntBd,CmentBd,PConc,GasA,SBrkr,Attchd,New,Partial,437154
350,0,617,3738,362.0,210,0,0,0,0,7820,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,PConc,GasA,SBrkr,Attchd,New,Partial,318061
351,20,445,2906,0.0,0,1082,0,0,0,5271,RL,Pave,Low,AllPub,Inside,ClearCr,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,GasA,SBrkr,Attchd,WD,Abnorml,190000
352,58,200,1727,0.0,48,236,495,380,0,9084,RL,Pave,Lvl,AllPub,Inside,Edwards,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,SBrkr,Detchd,ConLw,Normal,95000
353,7,484,1344,0.0,106,0,0,0,0,8520,RM,Pave,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkTil,GasA,SBrkr,Detchd,WD,Normal,105900
354,6,240,2535,0.0,0,388,403,0,0,8400,RL,Pave,Bnk,AllPub,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,MetalSd,CBlock,GasA,SBrkr,Attchd,WD,Normal,140000
355,12,521,2400,0.0,0,334,0,544,0,11249,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,177500
356,17,400,2325,106.0,120,560,0,0,0,9248,RL,Pave,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,PConc,GasA,SBrkr,Attchd,WD,Normal,173000
357,31,528,2284,0.0,536,874,0,0,0,4224,RM,Pave,Lvl,AllPub,Inside,MeadowV,Norm,Norm,TwnhsE,1Story,Gable,CompShg,CemntBd,CmentBd,PConc,GasA,SBrkr,Attchd,WD,Normal,134000
358,48,288,2414,120.0,168,300,0,294,0,6930,RL,Pave,Lvl,AllPub,Inside,ClearCr,Norm,Norm,1Fam,SLvl,Hip,CompShg,Wd Sdng,ImStucc,CBlock,GasA,FuseF,BuiltIn,WD,Abnorml,130000
359,8,592,3010,530.0,208,956,838,0,0,12011,RL,Pave,Lvl,AllPub,CulDSac,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,280000
360,29,470,1800,0.0,0,773,0,0,0,7540,RL,Pave,Lvl,AllPub,CulDSac,Mitchel,Norm,Norm,1Fam,SFoyer,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,SBrkr,Attchd,WD,Normal,156000
361,26,240,2388,0.0,0,399,517,0,0,9144,RL,Pave,Lvl,AllPub,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Detchd,WD,Normal,145000
362,6,672,1922,500.0,0,0,1427,0,0,7301,RL,Pave,Lvl,AllPub,Corner,Edwards,Norm,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,Slab,GasA,SBrkr,BuiltIn,ConLD,Normal,198500
363,2,264,1470,510.0,250,162,504,0,0,1680,RM,Pave,Lvl,AllPub,Inside,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Detchd,WD,Normal,118000
364,30,566,2370,120.0,306,712,784,0,0,18800,RL,Pave,Lvl,AllPub,FR2,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,PConc,GasA,SBrkr,Attchd,WD,Normal,190000
365,12,468,2016,0.0,0,456,672,0,0,10690,RM,Pave,Lvl,AllPub,Inside,IDOTRR,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,CBlock,GasA,FuseA,Detchd,WD,Normal,147000
366,46,514,2788,247.0,0,609,0,0,0,9500,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,CBlock,GasA,SBrkr,Attchd,WD,Normal,159000
367,46,296,2530,305.0,64,371,0,0,0,9150,RL,Pave,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,SLvl,Gable,Tar&Grv,Plywood,Plywood,CBlock,GasA,SBrkr,Basment,WD,Normal,165000
368,56,244,2536,200.0,0,540,0,0,0,7800,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,PConc,GasA,SBrkr,Attchd,WD,Normal,132000
369,4,576,2350,0.0,364,72,0,258,0,9830,RL,Pave,Lvl,AllPub,Corner,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,SBrkr,Detchd,WD,Normal,162000
370,6,460,2617,0.0,100,0,711,0,0,8121,RL,Pave,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,172400
371,49,680,1588,0.0,0,0,468,0,0,17120,RL,Pave,Lvl,AllPub,Inside,ClearCr,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,WdShing,Plywood,CBlock,GasA,SBrkr,Detchd,WD,Normal,134432
372,26,264,1496,0.0,353,623,0,121,0,7175,RL,Pave,Lvl,AllPub,Inside,SawyerW,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,Plywood,CBlock,GasA,SBrkr,Attchd,WD,Normal,125000
373,56,270,1927,0.0,66,428,0,180,0,10634,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,PConc,GasA,SBrkr,Attchd,WD,Normal,123000
374,3,434,2775,0.0,100,0,1081,0,0,8200,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,BuiltIn,WD,Normal,219500
375,59,0,1587,0.0,0,350,0,0,0,10020,RL,Pave,Low,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasA,FuseA,,WD,Normal,61000
376,10,576,1784,0.0,0,298,0,0,0,8846,RL,Pave,Lvl,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,SFoyer,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Detchd,WD,Normal,148000
377,2,610,4046,0.0,159,0,886,0,0,11143,FV,Pave,Lvl,AllPub,Corner,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,PConc,GasA,SBrkr,Attchd,WD,Normal,340000
378,0,834,3712,350.0,113,1445,0,0,0,11394,RL,Pave,Lvl,AllPub,Corner,StoneBr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,394432
379,9,463,2782,16.0,100,0,793,0,0,8123,RL,Pave,Lvl,AllPub,Inside,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,179000
380,60,308,2717,0.0,0,218,665,0,0,5000,RL,Pave,Lvl,AllPub,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,Wd Sdng,BrkTil,GasA,SBrkr,Detchd,WD,Normal,127000
381,0,572,2594,0.0,216,0,0,0,0,7200,FV,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,187750
382,1,639,2736,0.0,144,0,858,0,0,9245,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,213500
383,59,360,1568,0.0,0,0,0,0,0,9000,RH,Pave,Lvl,AllPub,Corner,SawyerW,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,BrkTil,GasA,FuseA,Detchd,WD,Normal,76000
384,15,501,3533,0.0,216,985,874,0,0,53107,RL,Pave,Low,AllPub,Corner,ClearCr,Feedr,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,PConc,GasA,SBrkr,Attchd,WD,Normal,240000
385,5,430,2525,16.0,146,24,0,0,0,3182,RL,Pave,Lvl,AllPub,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,192000
386,10,0,1842,0.0,0,0,526,0,0,8410,RL,Pave,Lvl,AllPub,FR2,Edwards,Feedr,Norm,1Fam,1.5Fin,Gambrel,CompShg,Wd Sdng,VinylSd,PConc,GasA,SBrkr,,WD,AdjLand,81000
387,33,352,2166,255.0,296,631,0,0,0,7200,RL,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,SLvl,Hip,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Detchd,WD,Abnorml,125000
388,8,577,2947,125.0,120,0,0,0,0,9382,RL,Pave,Lvl,AllPub,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,191000
389,0,846,4014,272.0,196,1280,590,0,0,12474,RL,Pave,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,BuiltIn,New,Partial,426000
390,58,384,2228,0.0,0,241,406,391,0,8405,RL,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkTil,GasA,SBrkr,Detchd,WD,Normal,119000
391,7,560,2765,0.0,125,690,1157,0,0,12209,RL,Pave,Lvl,AllPub,CulDSac,Mitchel,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,BuiltIn,WD,Normal,215000
392,48,294,882,0.0,0,0,0,0,1200,8339,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,Slab,GasA,SBrkr,Attchd,WD,Normal,106500
393,56,0,1576,0.0,0,266,0,0,0,7446,RL,Pave,Lvl,AllPub,Corner,BrkSide,Feedr,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,CBlock,GasA,FuseA,,WD,Abnorml,100000
394,57,240,1769,0.0,0,0,299,0,0,10134,RL,Pave,Lvl,AllPub,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,CBlock,GasA,FuseA,Detchd,WD,Normal,109000
395,54,596,2288,0.0,44,739,0,0,0,9571,RL,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,SBrkr,Attchd,WD,Normal,129000
396,37,600,1788,0.0,215,777,0,0,0,7200,RL,Pave,Low,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,CBlock,GasA,SBrkr,Detchd,WD,Normal,123000
397,45,264,2676,288.0,0,540,936,0,0,7590,RL,Pave,Lvl,AllPub,Inside,NAmes,PosN,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,SBrkr,Attchd,WD,Normal,169500
398,57,338,2038,0.0,0,0,0,0,0,8967,RM,Pave,Lvl,AllPub,Corner,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkTil,GasA,Mix,Detchd,WD,Abnorml,67000
399,2,438,2642,100.0,0,812,438,0,0,8125,FV,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,PConc,GasA,SBrkr,Attchd,WD,Normal,241000
400,12,500,2548,0.0,120,786,0,0,0,14963,RL,Pave,Lvl,AllPub,Inside,Veenker,Norm,Norm,TwnhsE,1Story,Gable,CompShg,BrkFace,BrkFace,PConc,GasA,SBrkr,Attchd,WD,Normal,245500
401,1,400,2620,0.0,0,24,0,0,0,8767,RL,Pave,Lvl,AllPub,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,164990
402,11,240,1344,0.0,168,0,0,0,0,10200,RL,Pave,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,GasA,SBrkr,Detchd,WD,Normal,108000
403,8,420,3404,650.0,144,0,1098,0,0,12090,RL,Pave,Lvl,AllPub,Corner,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,BuiltIn,WD,Abnorml,258000
404,11,373,2378,0.0,0,0,766,0,0,10364,RL,Pave,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,PConc,GasA,SBrkr,BuiltIn,WD,Normal,168000
405,16,490,2901,0.0,120,1116,0,0,0,9991,RL,Pave,Lvl,AllPub,Corner,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,CBlock,GasA,SBrkr,Attchd,WD,Normal,150000
406,58,240,2703,0.0,0,0,0,0,0,10480,RL,Pave,Lvl,AllPub,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkTil,GasA,FuseA,Detchd,WD,Normal,115000
407,32,308,2520,0.0,0,0,840,0,0,15576,RL,Pave,Lvl,AllPub,Inside,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Plywood,BrkTil,GasA,SBrkr,Attchd,WD,Normal,177000
408,1,947,3235,350.0,192,0,1101,0,0,14154,RL,Pave,Lvl,AllPub,Corner,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,280000
409,0,836,3112,100.0,0,789,1028,0,0,10800,FV,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,339750
410,51,350,2552,0.0,0,0,0,0,0,9571,RL,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkComm,Brk Cmn,CBlock,GasA,FuseA,Attchd,COD,Abnorml,60000
411,51,572,2112,0.0,264,1056,0,0,0,34650,RL,Pave,Bnk,AllPub,Inside,Gilbert,Norm,Norm,2fmCon,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,SBrkr,Attchd,WD,Normal,145000
412,1,484,2948,432.0,0,578,0,0,0,4403,FV,Pave,Lvl,AllPub,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,PConc,GasA,SBrkr,Attchd,New,Partial,222000
413,60,360,2036,0.0,0,0,0,0,0,8960,RM,Pave,Lvl,AllPub,Inside,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,CBlock,GasA,FuseA,Detchd,WD,Normal,115000
414,15,678,3177,0.0,196,50,1017,531,0,11228,RL,Pave,Lvl,AllPub,CulDSac,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,228000
415,0,396,2680,0.0,100,24,0,0,0,8899,RL,Pave,Lvl,AllPub,Inside,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,New,Partial,181134
416,28,440,2072,203.0,0,209,728,0,0,7844,RL,Pave,Lvl,AllPub,Inside,Sawyer,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Attchd,WD,Normal,149500
417,57,864,3994,0.0,0,1128,1254,0,0,22420,RL,Pave,Lvl,AllPub,Inside,Crawfor,Feedr,Norm,1Fam,2Story,Hip,CompShg,Wd Sdng,Stucco,BrkTil,GasW,FuseA,Detchd,WD,Normal,239000
418,57,240,1890,0.0,0,312,378,0,0,8160,RL,Pave,Lvl,AllPub,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkTil,GasA,FuseF,Detchd,WD,AdjLand,126000
419,42,304,2112,0.0,0,775,0,0,0,8450,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,CBlock,GasA,SBrkr,Attchd,WD,Normal,142000
420,10,784,2688,200.0,0,1309,0,0,0,7060,RM,Pave,Lvl,AllPub,Inside,Mitchel,Norm,Norm,Duplex,SFoyer,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Alloca,206300
421,9,529,3204,126.0,240,1246,0,0,0,16635,RL,Pave,Lvl,AllPub,FR2,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,CBlock,GasA,SBrkr,Attchd,WD,Normal,215000
422,54,520,1976,0.0,0,0,0,0,0,21750,RL,Pave,HLS,AllPub,Inside,Mitchel,Artery,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,CBlock,GasA,FuseA,Attchd,WD,Normal,113000
423,10,696,4100,473.0,0,986,1160,0,0,9200,RL,Pave,Lvl,AllPub,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,PConc,GasA,SBrkr,Attchd,WD,Normal,315000
424,52,297,2392,74.0,0,616,0,0,0,9000,RL,Pave,Lvl,AllPub,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,GasA,FuseA,Attchd,WD,Normal,139000
425,17,240,2040,0.0,0,0,682,0,0,3378,RM,Pave,HLS,AllPub,Inside,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,CBlock,GasA,SBrkr,Detchd,WD,Normal,135000
426,20,569,3162,145.0,80,1518,0,0,0,12800,RL,Pave,Low,AllPub,Inside,SawyerW,Norm,Norm,1Fam,SLvl,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,GasA,SBrkr,Attchd,WD,Normal,275000
